sample	depth	iter	faith_pd
SRR10070151	1	6	0.3562068829602816
SRR10102392	1	6	0.4313760117557375
SRR10102393	1	6	0.242656043131023
SRR10102394	1	6	1.246193644991023
SRR10070130	1	7	1.074857925053144
SRR10070131	1	7	0.4043718300384826
SRR10070132	1	7	1.243786588299478
SRR10070133	1	7	1.356695370626365
SRR10070134	1	7	1.087047431606257
SRR10070141	1	7	0.460770258725228
SRR10070149	1	7	0.3701767758466303
SRR10070150	1	7	0.3284801266737452
SRR10070151	1	7	0.4720233948248151
SRR10102392	1	7	0.4072502698923546
SRR10102393	1	7	1.256598431948691
SRR10102394	1	7	0.3568001789737831
SRR10070130	1	8	0.4489524154153535
SRR10070131	1	8	0.4529007942576775
SRR10070132	1	8	0.4204278713253209
SRR10070133	1	8	0.2885050936066089
SRR10070134	1	8	0.5015497567875955
SRR10070141	1	8	0.437542692408897
SRR10070149	1	8	0.3731508729443429
SRR10070150	1	8	0.3528030328393998
SRR10070151	1	8	0.4116578595654192
SRR10102392	1	8	0.7663275255342743
SRR10102393	1	8	0.2509542230982333
SRR10102394	1	8	1.264538228389536
SRR10070130	1	9	1.083172158669799
SRR10070131	1	9	0.309696467172893
SRR10070132	1	9	0.5076697710901499
SRR10070133	1	9	1.276045620196888
SRR10070134	1	9	0.4566573256379129
SRR10070141	1	9	1.356695370626365
SRR10070149	1	9	0.369274816765599
SRR10070150	1	9	0.4048538156785071
SRR10070151	1	9	0.2794920905190064
SRR10102392	1	9	0.4213268454186618
SRR10102393	1	9	1.246193644991023
SRR10102394	1	9	0.4180632934950936
SRR10070130	1	10	0.2763828533281285
SRR10070131	1	10	1.087047431606257
SRR10070132	1	10	0.6085513186349618
SRR10070133	1	10	1.262319386005402
SRR10070134	1	10	0.320735821312832
SRR10070141	1	10	1.130391194950789
SRR10070149	1	10	0.2697188506646726
SRR10070150	1	10	0.4034344058587775
SRR10070151	1	10	0.5233475930265339
SRR10102392	1	10	0.2803023729227281
SRR10102393	1	10	0.4034383033331959
SRR10102394	1	10	0.8259386689110744
SRR10070130	302	1	13.18011699457314
SRR10070131	302	1	13.25801382713366
SRR10070132	302	1	11.65017135863859
SRR10070133	302	1	10.67404164163601
SRR10070134	302	1	13.89419184199893
SRR10070141	302	1	12.14744007783528
SRR10070149	302	1	20.48713063960042
SRR10070150	302	1	19.65781915476743
SRR10070151	302	1	19.84282757729685
SRR10102392	302	1	14.41363236720367
SRR10102393	302	1	14.5146756401024
SRR10102394	302	1	15.52703343901568
SRR10070130	302	2	12.53642541016894
SRR10070131	302	2	13.12768226548925
SRR10070132	302	2	12.41176259978752
SRR10070133	302	2	11.04977494782024
SRR10070134	302	2	13.46013987371562
SRR10070141	302	2	10.79626915446364
SRR10070149	302	2	18.73476223492186
SRR10070150	302	2	18.885410723297
SRR10070151	302	2	19.11980040017198
SRR10102392	302	2	14.73508515289657
SRR10102393	302	2	15.11979966421881
SRR10102394	302	2	15.82896244625192
SRR10070130	302	3	16.08403258164718
SRR10070131	302	3	13.8946637798673
SRR10070132	302	3	12.96346296353397
SRR10070133	302	3	11.87350877697466
SRR10070134	302	3	14.14851347577634
SRR10070141	302	3	10.88888322792413
SRR10070149	302	3	20.42037310913772
SRR10070150	302	3	20.8946296354333
SRR10070151	302	3	20.02574891409485
SRR10102392	302	3	15.35936818531497
SRR10102393	302	3	14.01306687962636
SRR10102394	302	3	14.87524703823868
SRR10070130	302	4	14.51992352949678
SRR10070131	302	4	12.4768768841787
SRR10070132	302	4	11.46057669509136
SRR10070133	302	4	12.20227642040208
SRR10070134	302	4	13.36779320520922
SRR10070141	302	4	12.11029748721728
SRR10070149	302	4	21.62029560970437
SRR10070150	302	4	21.27909009087342
SRR10070151	302	4	19.66564500536877
SRR10102392	302	4	14.66828494132198
SRR10102393	302	4	15.37293479651316
SRR10102394	302	4	13.71696301579068
SRR10070130	302	5	11.21150178974241
SRR10070131	302	5	14.45583298901488
SRR10070132	302	5	11.36137364955444
SRR10070133	302	5	11.34778269004895
SRR10070134	302	5	16.16508785982593
SRR10070141	302	5	11.7530322098285
SRR10070149	302	5	20.70805942064082
SRR10070150	302	5	20.14974788777405
SRR10070151	302	5	20.10256218861059
SRR10102392	302	5	16.25898028103085
SRR10102393	302	5	15.60598528090763
SRR10102394	302	5	16.4174372050124
SRR10070130	302	6	14.36054836818733
SRR10070131	302	6	14.60076775635878
SRR10070132	302	6	11.15803278815416
SRR10070133	302	6	11.82142575283601
SRR10070134	302	6	14.30014631553408
SRR10070141	302	6	11.30001200274877
SRR10070149	302	6	20.6282519622068
SRR10070150	302	6	19.55351469501838
SRR10070151	302	6	19.74134949421547
SRR10102392	302	6	14.44669723135986
SRR10102393	302	6	14.32227967442387
SRR10102394	302	6	16.14432606596666
SRR10070130	302	7	14.34780976019472
SRR10070131	302	7	15.11212921874022
SRR10070132	302	7	13.87586987806978
SRR10070133	302	7	10.22785865803851
SRR10070134	302	7	12.98975130628538
SRR10070141	302	7	11.87667938942964
SRR10070149	302	7	20.8070626065964
SRR10070150	302	7	20.78594147060748
SRR10070151	302	7	20.78306512573819
SRR10102392	302	7	14.58135288645398
SRR10102393	302	7	15.32587428479455
SRR10102394	302	7	14.81282753874421
SRR10070130	302	8	14.14193614439664
SRR10070131	302	8	14.28591738042343
SRR10070132	302	8	12.89990685294539
SRR10070133	302	8	12.69665960551571
SRR10070134	302	8	13.13368606506991
SRR10070141	302	8	11.04164785661567
SRR10070149	302	8	19.33965175870125
SRR10070150	302	8	19.93116492670834
SRR10070151	302	8	20.79733951746079
SRR10102392	302	8	15.26034342816587
SRR10102393	302	8	16.30033252183246
SRR10102394	302	8	14.88500983925924
SRR10070130	302	9	15.8698784016871
SRR10070131	302	9	11.85856567150937
SRR10070132	302	9	12.07418625986342
SRR10070133	302	9	10.74042698473898
SRR10070134	302	9	12.10202547942701
SRR10070141	302	9	11.11223832689328
SRR10070149	302	9	20.09158536174695
SRR10070150	302	9	18.94776367725346
SRR10070151	302	9	20.04064935259179
SRR10102392	302	9	14.40692459648728
SRR10102393	302	9	14.75879410990744
SRR10102394	302	9	15.17776305009705
SRR10070130	302	10	14.58797034265545
SRR10070131	302	10	13.61012996787204
SRR10070132	302	10	12.05660283352741
SRR10070133	302	10	12.21634189744102
SRR10070134	302	10	14.31481394286257
SRR10070141	302	10	11.59897689697303
SRR10070149	302	10	20.46318222885169
SRR10070150	302	10	20.11050569366169
SRR10070151	302	10	19.30871656479578
SRR10102392	302	10	16.13446826220266
SRR10102393	302	10	14.67167032556364
SRR10102394	302	10	15.2735032160971
SRR10070130	603	1	16.37552373322524
SRR10070131	603	1	18.79585337791176
SRR10070132	603	1	16.00077237077719
SRR10070133	603	1	16.73018927497256
SRR10070134	603	1	21.63512383764222
SRR10070141	603	1	16.78088245007313
SRR10070149	603	1	27.77340456883833
SRR10070150	603	1	28.73130255649061
SRR10070151	603	1	27.58886773744884
SRR10102392	603	1	19.97192458693494
SRR10102393	603	1	20.22105293985728
SRR10102394	603	1	19.47716211546274
SRR10070130	603	2	17.22799478141175
SRR10070131	603	2	18.37340736233429
SRR10070132	603	2	16.91901923262593
SRR10070133	603	2	15.60401221605554
SRR10070134	603	2	17.38858153414634
SRR10070141	603	2	14.70897475662498
SRR10070149	603	2	26.64740667887713
SRR10070150	603	2	28.39858930176711
SRR10070151	603	2	28.68250342131831
SRR10102392	603	2	20.62999599652166
SRR10102393	603	2	20.62883323110527
SRR10102394	603	2	20.52087499800728
SRR10070130	603	3	19.04509053681362
SRR10070131	603	3	19.95538103878389
SRR10070132	603	3	16.26117335582484
SRR10070133	603	3	16.27090375357351
SRR10070134	603	3	19.82953740146587
SRR10070141	603	3	16.29840096171478
SRR10070149	603	3	26.89228070974292
SRR10070150	603	3	27.32503558226837
SRR10070151	603	3	27.9600555085172
SRR10102392	603	3	20.21180729329619
SRR10102393	603	3	19.77738512743693
SRR10102394	603	3	20.68964947401789
SRR10070130	603	4	20.12547795100176
SRR10070131	603	4	17.91902601753462
SRR10070132	603	4	15.59784732931985
SRR10070133	603	4	16.1053740755941
SRR10070134	603	4	20.47139031523488
SRR10070141	603	4	15.76058930773481
SRR10070149	603	4	27.32034085490213
SRR10070150	603	4	28.7204213728981
SRR10070151	603	4	26.82478841967001
SRR10102392	603	4	20.15860676984989
SRR10102393	603	4	19.81981351583795
SRR10102394	603	4	19.79234723066985
SRR10070130	603	5	17.8097221508984
SRR10070131	603	5	17.94031701414736
SRR10070132	603	5	16.93269909634683
SRR10070133	603	5	15.3722465360154
SRR10070134	603	5	18.97974426437034
SRR10070141	603	5	13.45336000376046
SRR10070149	603	5	27.45861584118875
SRR10070150	603	5	27.86026867814047
SRR10070151	603	5	28.01901231783501
SRR10102392	603	5	18.60974496582101
SRR10102393	603	5	20.37942530451036
SRR10102394	603	5	19.71585780329587
SRR10070130	603	6	20.59761840838569
SRR10070131	603	6	19.04534365507664
SRR10070132	603	6	15.94653613351599
SRR10070133	603	6	14.87914688452839
SRR10070134	603	6	18.15467583850369
SRR10070141	603	6	15.5503449185308
SRR10070149	603	6	27.7276600266657
SRR10070150	603	6	30.07274946232068
SRR10070151	603	6	27.43344317478352
SRR10102392	603	6	20.60500703335068
SRR10102393	603	6	18.86645223884819
SRR10102394	603	6	19.839423840222
SRR10070130	603	7	19.14531951252146
SRR10070131	603	7	17.81717016634328
SRR10070132	603	7	15.98761432340808
SRR10070133	603	7	15.37393672503784
SRR10070134	603	7	19.41426773856146
SRR10070141	603	7	15.25485288330707
SRR10070149	603	7	27.97578632522954
SRR10070150	603	7	28.58029768689699
SRR10070151	603	7	27.06498173598494
SRR10102392	603	7	20.30303266165484
SRR10102393	603	7	19.74413240567236
SRR10102394	603	7	19.89683404051225
SRR10070130	603	8	18.82019638505322
SRR10070131	603	8	21.07578457254694
SRR10070132	603	8	15.58261940481682
SRR10070133	603	8	14.98705129179606
SRR10070134	603	8	18.86947649982041
SRR10070141	603	8	15.64210948326977
SRR10070149	603	8	27.11383227756775
SRR10070150	603	8	28.70753420959606
SRR10070151	603	8	28.78932821735608
SRR10102392	603	8	19.18351030629742
SRR10102393	603	8	20.0970958448696
SRR10102394	603	8	20.06812973261794
SRR10070130	603	9	19.00411361401992
SRR10070131	603	9	19.65861177538483
SRR10070132	603	9	16.13852932093047
SRR10070133	603	9	14.64598746272088
SRR10070134	603	9	18.03708544856308
SRR10070141	603	9	15.56007916904131
SRR10070149	603	9	28.40506923320973
SRR10070150	603	9	29.11990341696182
SRR10070151	603	9	26.49169938042302
SRR10102392	603	9	20.33864019009424
SRR10102393	603	9	20.05362322507453
SRR10102394	603	9	20.56993758412716
SRR10070130	603	10	19.77417096866533
SRR10070131	603	10	19.17046736217348
SRR10070132	603	10	16.79488710323206
SRR10070133	603	10	15.09637005138831
SRR10070134	603	10	18.68921519344785
SRR10070141	603	10	16.13172832460486
SRR10070149	603	10	28.43190394117614
SRR10070150	603	10	27.44864136231446
SRR10070151	603	10	28.17881947011272
SRR10102392	603	10	19.76127633928152
SRR10102393	603	10	21.33485294204735
SRR10102394	603	10	19.43106253347757
SRR10070130	904	1	22.95958798414948
SRR10070131	904	1	23.97764133241989
SRR10070132	904	1	19.28785391385368
SRR10070133	904	1	17.3085569283877
SRR10070134	904	1	22.09751754563584
SRR10070141	904	1	17.283369675496
SRR10070149	904	1	33.07103385337973
SRR10070150	904	1	32.41179868032286
SRR10070151	904	1	32.69106188219831
SRR10102392	904	1	23.45552106800518
SRR10102393	904	1	21.6780709712653
SRR10102394	904	1	22.71178988321715
SRR10070130	904	2	21.3139904648362
SRR10070131	904	2	20.43600019015546
SRR10070132	904	2	18.68867107184412
SRR10070133	904	2	18.08264467223308
SRR10070134	904	2	24.92085026751422
SRR10070141	904	2	17.74039617977431
SRR10070149	904	2	32.20737359980585
SRR10070150	904	2	33.40302461138651
SRR10070151	904	2	32.83570447633723
SRR10102392	904	2	23.92743632763256
SRR10102393	904	2	25.13830526753648
SRR10102394	904	2	22.73476420264526
SRR10070130	904	3	21.32244958824047
SRR10070131	904	3	22.22539161414211
SRR10070132	904	3	17.33400556672052
SRR10070133	904	3	16.49541511267995
SRR10070134	904	3	23.08713955690068
SRR10070141	904	3	18.28348474951651
SRR10070149	904	3	32.6790451168328
SRR10070150	904	3	31.41426247332688
SRR10070151	904	3	31.47648281403189
SRR10102392	904	3	24.15008734599244
SRR10102393	904	3	24.16914744850197
SRR10102394	904	3	23.90372467751401
SRR10070130	904	4	21.09969218282874
SRR10070131	904	4	22.95258662782803
SRR10070132	904	4	19.58284630577327
SRR10070133	904	4	18.23413931347533
SRR10070134	904	4	23.62186101027918
SRR10070141	904	4	16.94519928376245
SRR10070149	904	4	31.71807120092668
SRR10070150	904	4	32.65609393022356
SRR10070151	904	4	32.80545890527097
SRR10102392	904	4	22.87911021902864
SRR10102393	904	4	22.22911474577999
SRR10102394	904	4	23.42816221670634
SRR10070130	904	5	22.13705753677132
SRR10070131	904	5	24.70526613177686
SRR10070132	904	5	19.13975702658117
SRR10070133	904	5	18.73118419346371
SRR10070134	904	5	21.48524094242147
SRR10070141	904	5	18.01752687461732
SRR10070149	904	5	32.17708354414486
SRR10070150	904	5	31.75779746786881
SRR10070151	904	5	35.33119748621991
SRR10102392	904	5	24.41530882133505
SRR10102393	904	5	24.28222029293031
SRR10102394	904	5	22.45628685558594
SRR10070130	904	6	20.82232125510361
SRR10070131	904	6	22.7532455632808
SRR10070132	904	6	18.84029823898387
SRR10070133	904	6	17.43566801222734
SRR10070134	904	6	23.91982851522196
SRR10070141	904	6	17.68803188604388
SRR10070149	904	6	33.42892937568627
SRR10070150	904	6	33.01588118013351
SRR10070151	904	6	33.6479751776936
SRR10102392	904	6	23.57999674545137
SRR10102393	904	6	22.41051921747642
SRR10102394	904	6	21.60308353510966
SRR10070130	904	7	24.1619104525146
SRR10070131	904	7	23.09349527836517
SRR10070132	904	7	18.14360277991695
SRR10070133	904	7	18.20900974899532
SRR10070134	904	7	23.81045884445028
SRR10070141	904	7	18.43058898870327
SRR10070149	904	7	32.75227089131354
SRR10070150	904	7	32.99018672969509
SRR10070151	904	7	33.72119505604416
SRR10102392	904	7	24.57378009786596
SRR10102393	904	7	22.93970645021819
SRR10102394	904	7	22.86371791994862
SRR10070130	904	8	22.74759789364661
SRR10070131	904	8	23.05325174246592
SRR10070132	904	8	19.61709435413412
SRR10070133	904	8	17.36538675190539
SRR10070134	904	8	23.61168277321545
SRR10070141	904	8	19.50893695207972
SRR10070149	904	8	32.27728439561255
SRR10070150	904	8	33.53149096889374
SRR10070151	904	8	31.82887470816924
SRR10102392	904	8	24.63347259334668
SRR10102393	904	8	24.44593367379883
SRR10102394	904	8	22.41531015892317
SRR10070130	904	9	24.14528606687164
SRR10070131	904	9	23.72692500689445
SRR10070132	904	9	18.62761285489474
SRR10070133	904	9	16.26242019007567
SRR10070134	904	9	22.85637436730622
SRR10070141	904	9	17.1266018511495
SRR10070149	904	9	33.05848644156028
SRR10070150	904	9	31.59642919787668
SRR10070151	904	9	35.52315019669685
SRR10102392	904	9	22.9419838501682
SRR10102393	904	9	21.16045666397581
SRR10102394	904	9	23.64218575688348
SRR10070130	904	10	19.83464716746788
SRR10070131	904	10	24.09896353261211
SRR10070132	904	10	16.73636779355067
SRR10070133	904	10	17.72740083960469
SRR10070134	904	10	23.46826113750944
SRR10070141	904	10	18.65368142643927
SRR10070149	904	10	34.70134218150816
SRR10070150	904	10	31.90108520412765
SRR10070151	904	10	35.43303118793852
SRR10102392	904	10	23.7075733863795
SRR10102393	904	10	22.18349277010695
SRR10102394	904	10	23.36356889249384
SRR10070130	1205	1	26.42181759254182
SRR10070131	1205	1	26.36715508314636
SRR10070132	1205	1	20.76158830357963
SRR10070133	1205	1	20.50759585864344
SRR10070134	1205	1	26.73296793602585
SRR10070141	1205	1	21.08492099012297
SRR10070149	1205	1	38.05949410448333
SRR10070150	1205	1	35.37023953480662
SRR10070151	1205	1	36.797970182024
SRR10102392	1205	1	25.82660046353881
SRR10102393	1205	1	24.51153234330485
SRR10102394	1205	1	25.54361937515157
SRR10070130	1205	2	27.06674707369793
SRR10070131	1205	2	25.35117753723652
SRR10070132	1205	2	20.3648933680882
SRR10070133	1205	2	19.97755258205546
SRR10070134	1205	2	26.96194718179375
SRR10070141	1205	2	19.82785348004705
SRR10070149	1205	2	36.77521380567388
SRR10070150	1205	2	34.66128013738611
SRR10070151	1205	2	35.20100810398826
SRR10102392	1205	2	25.48900019457579
SRR10102393	1205	2	27.58813115851311
SRR10102394	1205	2	25.45323283689753
SRR10070130	1205	3	26.23924451872437
SRR10070131	1205	3	26.48273057780388
SRR10070132	1205	3	20.7523067187089
SRR10070133	1205	3	19.1742126759968
SRR10070134	1205	3	26.54667867726267
SRR10070141	1205	3	18.75813252801245
SRR10070149	1205	3	37.13242798552198
SRR10070150	1205	3	37.41245460361981
SRR10070151	1205	3	37.79727118222955
SRR10102392	1205	3	25.62909161147556
SRR10102393	1205	3	24.73384804901075
SRR10102394	1205	3	24.98031273932606
SRR10070130	1205	4	23.78778463751507
SRR10070131	1205	4	26.42414511521221
SRR10070132	1205	4	20.51073804920798
SRR10070133	1205	4	19.67070201948484
SRR10070134	1205	4	25.70775199527235
SRR10070141	1205	4	21.8549490345935
SRR10070149	1205	4	35.87823118665161
SRR10070150	1205	4	36.9906102345616
SRR10070151	1205	4	36.62106879380287
SRR10102392	1205	4	24.56948686352305
SRR10102393	1205	4	26.38033410999353
SRR10102394	1205	4	24.53608344213609
SRR10070130	1205	5	27.17459900784479
SRR10070131	1205	5	25.15785410498191
SRR10070132	1205	5	20.49092260175415
SRR10070133	1205	5	20.31804807203877
SRR10070134	1205	5	25.30858717383864
SRR10070141	1205	5	19.30987065817735
SRR10070149	1205	5	35.83441684761742
SRR10070150	1205	5	36.51968148030637
SRR10070151	1205	5	34.72486242651678
SRR10102392	1205	5	25.79723701070836
SRR10102393	1205	5	26.34641300987009
SRR10102394	1205	5	26.59884036836397
SRR10070130	1205	6	25.39159134378437
SRR10070131	1205	6	25.13084124205308
SRR10070132	1205	6	19.6933074434512
SRR10070133	1205	6	18.69355065139342
SRR10070134	1205	6	25.57265806589939
SRR10070141	1205	6	21.68825854295779
SRR10070149	1205	6	37.49857908373839
SRR10070150	1205	6	37.30291579585456
SRR10070151	1205	6	37.24379450276298
SRR10102392	1205	6	27.89194199337356
SRR10102393	1205	6	25.69971196881507
SRR10102394	1205	6	25.6394307740333
SRR10070130	1205	7	25.11700775165581
SRR10070131	1205	7	26.72104021152143
SRR10070132	1205	7	19.69838008237799
SRR10070133	1205	7	19.91473170697792
SRR10070134	1205	7	27.47166716361242
SRR10070141	1205	7	19.09146786474071
SRR10070149	1205	7	38.50172280580293
SRR10070150	1205	7	38.08238336905348
SRR10070151	1205	7	37.61047095763327
SRR10102392	1205	7	24.88428148068828
SRR10102393	1205	7	25.6475857908306
SRR10102394	1205	7	25.02485691740943
SRR10070130	1205	8	24.9713439141225
SRR10070131	1205	8	24.83495004728908
SRR10070132	1205	8	20.07129211689263
SRR10070133	1205	8	19.52621580073701
SRR10070134	1205	8	26.87335566504008
SRR10070141	1205	8	19.70804190599631
SRR10070149	1205	8	37.67605835105326
SRR10070150	1205	8	37.32489018454885
SRR10070151	1205	8	37.28408256826619
SRR10102392	1205	8	25.23137997989111
SRR10102393	1205	8	25.84502099330212
SRR10102394	1205	8	25.52558198497719
SRR10070130	1205	9	25.37110024103424
SRR10070131	1205	9	25.13376390910516
SRR10070132	1205	9	21.61232012037567
SRR10070133	1205	9	19.46127980983799
SRR10070134	1205	9	26.39354790062093
SRR10070141	1205	9	19.03813102610101
SRR10070149	1205	9	36.64110143481336
SRR10070150	1205	9	35.89125793539793
SRR10070151	1205	9	38.26232063797259
SRR10102392	1205	9	25.53995549479864
SRR10102393	1205	9	25.64915924747497
SRR10102394	1205	9	25.26960242852771
SRR10070130	1205	10	25.72619875612249
SRR10070131	1205	10	26.38536489973782
SRR10070132	1205	10	19.43962286117536
SRR10070133	1205	10	20.06448796727293
SRR10070134	1205	10	25.0487422986409
SRR10070141	1205	10	20.52699565719493
SRR10070149	1205	10	37.51867104668969
SRR10070150	1205	10	36.09257436975808
SRR10070151	1205	10	36.86805317891532
SRR10102392	1205	10	25.23868244775021
SRR10102393	1205	10	25.71273745142068
SRR10102394	1205	10	26.05454744369542
SRR10070130	1507	1	28.91961523937929
SRR10070131	1507	1	26.98128852169675
SRR10070132	1507	1	20.51014720396398
SRR10070133	1507	1	21.28584198766221
SRR10070134	1507	1	29.17328441864843
SRR10070141	1507	1	21.89955785731909
SRR10070149	1507	1	39.94993234696813
SRR10070150	1507	1	39.12928507522087
SRR10070151	1507	1	40.57080295848709
SRR10102392	1507	1	27.58168594542284
SRR10102393	1507	1	27.03356292190649
SRR10102394	1507	1	29.14089408209782
SRR10070130	1507	2	27.36696127715278
SRR10070131	1507	2	27.65019849277925
SRR10070132	1507	2	21.3904867737765
SRR10070133	1507	2	21.04664591560934
SRR10070134	1507	2	29.82895270631082
SRR10070141	1507	2	21.66977453931608
SRR10070149	1507	2	37.34544425580275
SRR10070150	1507	2	39.57094229804242
SRR10070151	1507	2	39.155370967002
SRR10102392	1507	2	27.94987066931377
SRR10102393	1507	2	26.93046429154203
SRR10102394	1507	2	26.24017646572304
SRR10070130	1507	3	27.94336758253341
SRR10070131	1507	3	26.54909477896367
SRR10070132	1507	3	21.63427077647997
SRR10070133	1507	3	21.70207648584578
SRR10070134	1507	3	29.48235279115882
SRR10070141	1507	3	22.63091047143568
SRR10070149	1507	3	39.20797169823023
SRR10070150	1507	3	40.30035350360294
SRR10070151	1507	3	39.49345893105413
SRR10102392	1507	3	27.97974882867227
SRR10102393	1507	3	27.87514355116661
SRR10102394	1507	3	26.75532809815512
SRR10070130	1507	4	29.62386007714095
SRR10070131	1507	4	27.18214657335581
SRR10070132	1507	4	21.75347779725355
SRR10070133	1507	4	19.99470267981154
SRR10070134	1507	4	29.33536619056266
SRR10070141	1507	4	22.57873126841034
SRR10070149	1507	4	40.01534860248155
SRR10070150	1507	4	39.66914798107108
SRR10070151	1507	4	40.6578611877124
SRR10102392	1507	4	28.58098236274994
SRR10102393	1507	4	27.2862933360335
SRR10102394	1507	4	26.91985234299904
SRR10070130	1507	5	27.24428129104401
SRR10070131	1507	5	27.65099483399961
SRR10070132	1507	5	21.60875364667166
SRR10070133	1507	5	21.18684508076083
SRR10070134	1507	5	30.2404679299123
SRR10070141	1507	5	21.31229790010571
SRR10070149	1507	5	38.48827759506203
SRR10070150	1507	5	40.33964485012038
SRR10070151	1507	5	38.11459256279117
SRR10102392	1507	5	27.92255468993628
SRR10102393	1507	5	28.19015900663746
SRR10102394	1507	5	28.14336838158711
SRR10070130	1507	6	28.77602224586822
SRR10070131	1507	6	28.28720233860128
SRR10070132	1507	6	21.19853490730544
SRR10070133	1507	6	22.54967918676259
SRR10070134	1507	6	30.09895457644362
SRR10070141	1507	6	21.78099495133272
SRR10070149	1507	6	40.0564138890567
SRR10070150	1507	6	41.3222537165634
SRR10070151	1507	6	41.4198077230427
SRR10102392	1507	6	27.79196978655618
SRR10102393	1507	6	27.00313039528925
SRR10102394	1507	6	27.76762335708008
SRR10070130	1507	7	28.24090981438597
SRR10070131	1507	7	29.00331981013371
SRR10070132	1507	7	21.73526746273282
SRR10070133	1507	7	21.29882282334201
SRR10070134	1507	7	27.49011450358392
SRR10070141	1507	7	20.74859803155191
SRR10070149	1507	7	40.08501178570842
SRR10070150	1507	7	38.25841695759608
SRR10070151	1507	7	39.26431827779228
SRR10102392	1507	7	27.75646644759784
SRR10102393	1507	7	26.06808947965396
SRR10102394	1507	7	27.30175919841246
SRR10070130	1507	8	27.8539060192678
SRR10070131	1507	8	26.87247402351012
SRR10070132	1507	8	21.88411221772451
SRR10070133	1507	8	21.16974608978996
SRR10070134	1507	8	27.58004896928465
SRR10070141	1507	8	22.69841147334823
SRR10070149	1507	8	38.89217496169615
SRR10070150	1507	8	38.6085384118012
SRR10070151	1507	8	38.86161696995679
SRR10102392	1507	8	27.05299862991556
SRR10102393	1507	8	27.45600837627335
SRR10102394	1507	8	25.22087245198403
SRR10070130	1507	9	29.95066639499876
SRR10070131	1507	9	26.66649005616493
SRR10070132	1507	9	22.18633542882526
SRR10070133	1507	9	21.56447846792837
SRR10070134	1507	9	27.41246621123806
SRR10070141	1507	9	22.6560474475616
SRR10070149	1507	9	38.79179506024127
SRR10070150	1507	9	42.89975994172088
SRR10070151	1507	9	40.22746404858481
SRR10102392	1507	9	27.25624333171471
SRR10102393	1507	9	26.73904859252105
SRR10102394	1507	9	26.74524407741283
SRR10070130	1507	10	27.80658349363833
SRR10070131	1507	10	26.77462936577079
SRR10070132	1507	10	22.56257818117636
SRR10070133	1507	10	21.04926066533051
SRR10070134	1507	10	28.50084280041234
SRR10070141	1507	10	21.90909896903928
SRR10070149	1507	10	38.34578344512737
SRR10070150	1507	10	39.8996624019493
SRR10070151	1507	10	39.95270538902549
SRR10102392	1507	10	28.11241751471205
