id	taxonomy	Kingdom	Phylum	W	clr
04d26d3b8e36a5a615852851086d1b1c	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1723	88.73243846706067
04ee6bd8bfb457aaccc9d8365a5d7086	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1759	439.88757542220935
04fa0b7f333246abca4246ac655b046c	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1624	558.1044928790244
053c09f43a8ca677723e10f2650f95aa	Bacteria;Proteobacteria	Bacteria	Proteobacteria	10	6.446870328157064
0569f0cb60d7213fd8e00b7119379e1c	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2244	73.02900085223774
056c1e7dac6ef60b61af91914af240a1	Archaea;Euryarchaeota	Archaea	Euryarchaeota	2293	249.3424983897388
057fd715d71a7c861d3de3c1838057af	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1879	657.0072486612529
05a82b5fb95c3bd004734e4080ff59ec	Bacteria;candidate_division_WPS-1	Bacteria	candidate_division_WPS-1	1991	806.7265258052468
05d7f092ef7e27512dfea0e079e75d0b	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1684	383.5518789670352
061f2294ab176bd2ca44ac28ace4f047	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2093	1124.187319122427
06201419387b9de1d0cfd85df261347b	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	1805	283.1384685066243
06297f56d2cb429774eb04be18a4805f	Bacteria;Firmicutes	Bacteria	Firmicutes	1831	501.86447224751186
0646594904384c952cfd5d4c31c38e48	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1902	2571.518785613951
0683f913ecd6befa2e067ceeffe180ad	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2327	403.88600531092186
06960dbb69930012efcc36ae66178008	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2284	104.4884792514181
06ad92b8571a601a6ba26f122d2b2a55	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2105	4661.180955112486
06c643cf5249f6b753a9c94de83d0e8f	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1903	928.9415540833294
06db7cd2af514220656c992cd04fb86a	Bacteria;Acidobacteria	Bacteria	Acidobacteria	39	6.761396049956594
06e2475e5e67814fbf61e1f0995ca74c	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	2275	925.7233878682836
06f9a55c4328c1d270ef70f7b2bad23f	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2060	735.7739630176242
06fa4724cc91f8a0eb54a9509c84647e	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1552	179.63114607631937
0713e1886ec859d0681563f94368dd6b	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2108	3856.4306350664265
07360e6bf9100e2cf601111ce74dae7d	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1871	476.8921900657282
07525d8b6db4f71e15746b9fe58f1c21	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1840	471.1380149458354
07b9db0375df4a5e63c8a479145d4478	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2051	2234.847927720901
07e1146013b97799305b44311b21ed95	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1885	1824.9047567981863
07eb166d091e1aebe641105881f4f2d3	Bacteria;Proteobacteria	Bacteria	Proteobacteria	34	8.64478348280392
07faeb4d0186149f74a0a171d054391c	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1441	90.3449681163016
0823f3ed2ca35843d249ed39d5bd6562	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1873	793.7180315147324
084a833efd684f2298b15b7a368f861f	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1541	68.73259922366269
085fe815f6e03a84a9708896f2941698	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2098	948.4430065265544
089d040449a6df816ff5de7f60ae862d	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1931	206.5618116947853
08a0cf376add32f3f4b57ec1e82a7a27	Bacteria;Firmicutes	Bacteria	Firmicutes	2047	1161.9821905853144
08a0da8946438f190f8eb9be641baffe	Bacteria;Candidatus_Saccharibacteria	Bacteria	Candidatus_Saccharibacteria	2029	732.6149714736928
08b21c2c734f3ad767144270a8d4ea09	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1826	34.857698341117334
08bdc6c81f6b9daab3d132b54e1d45bc	Bacteria;Actinobacteria	Bacteria	Actinobacteria	2285	161.875574280054
08e82441af4098baf31f236034ea249b	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2221	91.44007097005928
08f16d50b0502ccf37b9a43794233199	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1241	21.139379986442016
091685710d328fdd2f157b57cb214a9f	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1524	98.16874452699868
09236a2b4b86d0eb4af961d9f9badfc2	Bacteria;Acidobacteria	Bacteria	Acidobacteria	0	0.7264163760751098
0952299d87618319b70016986c74ab69	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1	1.100966264130964
095dcca0a1cacb655451100eb59c8ef1	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2658	29747.393302190463
09aa002a2f42aaa4bce28e5c6737e22a	Bacteria;Acidobacteria	Bacteria	Acidobacteria	120	13.35209024756779
09de3dde6c465b74bcb8e6f8a478e4e0	Bacteria;Actinobacteria	Bacteria	Actinobacteria	2249	51.06680698649813
09e001b592afa7c54186b4bd0f7fd237	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2080	850.7998125215717
0a1551724b98e852d2dac97f1521e7c8	Bacteria;Nitrospirae	Bacteria	Nitrospirae	0	0.4391843960587553
0a462664cb28f6e615f244f44aff2fdf	Bacteria;Deferribacteres	Bacteria	Deferribacteres	1641	1241.2285908628469
0a6d3af8a189a5303ae10d36c8dfd6e6	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2292	197.0754538955709
0a773d0b5afc4902a42ea8bc97d294d9	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2108	3078.31734658219
0a84ba89555547fba34eaa66c4c1c151	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1764	195.9833425362507
0aa0fa5bac0b53a18e7ddd5ed3a7af3d	Bacteria;Actinobacteria	Bacteria	Actinobacteria	266	5.196599200379637
0ab158c14d6cb73c952f3d24d252f6b8	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1745	950.214007816563
0ab31f7e797f551227445f0fd40c40d2	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2	0.8275173275707582
0ad433281f7c8b89e6103983ade2d136	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1506	152.4654108601727
0b081a81c9ee6cc4b84c7b351db3a6b2	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2067	520.8808857099508
0b36c352632cb1346cdc7d73f9fb376c	Bacteria;Proteobacteria	Bacteria	Proteobacteria	29	9.757742646147848
0b4fa0af82a56bf2fdf925a97a97498d	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1714	2065.4458691976133
0bbc1699ed6bd129547869785329e7a8	Bacteria;Firmicutes	Bacteria	Firmicutes	2138	34.47232296605659
0bbef092010696a8be3f5940bdda4183	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	2546	3348.3019521930105
0be9a6e0604cf0cf4eeeed6cc96c5492	Archaea;Euryarchaeota	Archaea	Euryarchaeota	1725	514.6472783346488
0bed153f19f03e83fc4f8985da7b020c	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2	1.6698942697584662
0bf66e5f3ac73b0c12839290614e9253	Archaea;Euryarchaeota	Archaea	Euryarchaeota	1468	96.38230780201992
0c12c2d486ebc2c8b4d14a8b523f5f8d	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1983	1314.184185944372
0c6b661a4b0235277161616e4dadbb40	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1852	209.1247534184522
0c6f38845415dd12d7c658693393b02e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1893	411.12606699256014
0c914539f91295f9482a9215071e33de	Bacteria;Planctomycetes	Bacteria	Planctomycetes	2074	399.05180571991104
0ca2eb01c2e69f3b10c46f06b0d5c236	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2225	70.59975200134025
0cb0670f6ebe14dd9a281ba5970b118b	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1953	1278.225006836097
0cb96fc553867f231451efdb323775c8	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1693	2169.685226954845
0ce51d2de5507edbeef6b4dd114e9447	Bacteria;Proteobacteria	Bacteria	Proteobacteria	63	7.111230124958843
0cec0f91a41a329da51988eb39b72fd3	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1537	165.1729891516341
0d304d624217de6c67a424a0e30b0ad2	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2137	5854.928106464221
0d4b02ed89d453ac4f494b2a05b141c2	Bacteria;candidate_division_WPS-1	Bacteria	candidate_division_WPS-1	1525	112.67781459935324
0de46e4adc67dce170592996fcd0477e	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1804	977.7785839538086
0df3d77bc1fda1018a16b45fed5e9ee1	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1396	45.52988338878334
0df71a4bb1d9fdb124e1516c2c99b1df	Bacteria;Gemmatimonadetes	Bacteria	Gemmatimonadetes	1825	328.9393747882199
0df9e171dc088589d98ae642aa19bddc	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1707	995.6250966501348
0dfa02006f244358216a64cb34291c06	Archaea;Woesearchaeota	Archaea	Woesearchaeota	2409	281.52369774720347
0e3aca7371fd59b27b438f7d4753b82c	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2067	1714.3314669292542
0e441fe6fec10f833388778f48859a51	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1717	729.1525973747223
0e4486011105be01f3d5bf771c93d237	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1847	504.01196782469026
0e67908225b91eda0023e552558e2d4e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1908	3854.5134482091617
0e690d907050e4d97bd29853e420dd5a	Bacteria;Campilobacterota	Bacteria	Campilobacterota	1	3.1866764086402304
0e7b8dfa2eba19679219700ec02f8eaa	Bacteria;Candidatus_Saccharibacteria	Bacteria	Candidatus_Saccharibacteria	1457	61.5106793075164
0e9a64c2d34f59366eaf6a14b75247ab	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1745	2223.674533066518
0ed2982272f1785a1daca074ac0ff9c2	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1641	1122.363063154481
0eeaafb9ead2622fab7d654bf3ce0f2d	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1677	278.48094215594375
0f167ce7edf612169cfe5c8885dc2361	Bacteria;Firmicutes	Bacteria	Firmicutes	1683	1554.9314700664393
0f1b1b6a7585f4586a09eff410aa7ad1	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1912	1222.23125325939
0f4999c3b62a1dd3b33a1a8002dcf6ce	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1938	326.2189170058649
0f516c9bda71240c88c9313d790f5633	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1689	114.8594781277721
0f5f48d793a468de8ec2131049a25f1e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1774	202.8223651714418
0f74a957d2a112908a68b9ad19d1da6d	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	2371	216.6658953664487
0f84c064c0c240e21c7c971e8940963e	Archaea;Woesearchaeota	Archaea	Woesearchaeota	2257	80.1187795713079
0f8ac0d81dd6449a43b34fcb184efd8f	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	2082	3282.0996327760763
0fa9b44d52836d2f173f4ac532f8a013	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1824	338.9818471747904
0fb538dc7ae93db1aad8af6b841e0274	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2453	3078.417222902404
0ff1bb3778ac7449acecf2bd7d068ab2	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1635	262.0917527409934
1007aa7447de0d03999cd1d4b705fc6e	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1477	143.21728242609532
1057558de242812fdb138341e65f73d0	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2048	2444.1588290950885
107273e73071282e4d0f4a0b46548da5	Bacteria;Proteobacteria	Bacteria	Proteobacteria	104	23.020212977573618
1099e2ca8e67158bfb8e3670df1759af	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2273	2098.2631177307658
10aa3fe0c9285b3a9bb386ecca984c5b	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	2091	515.7262763463252
10ca97370fd28b50264b7db977b37a7c	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2323	1432.8433713858042
10ee96e9cac9aaa304d57422de0ee1fa	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2034	114.6679458049539
10eeff38f30708fbcacb0fe7645aa3d9	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2037	6424.108205311189
10f0461cb8a244c14aa2fb73e127e9e5	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2378	736.5783740472855
10f911eb936c2851b9ca7178ac868864	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1761	974.291355383784
110af1a25622d25331ad5a80e9996fe3	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	1557	278.44183498406016
110f5338d30a08339912afb5f32fa536	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1548	88.64199842854995
111b56a30067a935b5b8b5ea3e4337ce	Bacteria;Campilobacterota	Bacteria	Campilobacterota	3	4.297545010962893
11242a9b62e27be3729a323038e12cd0	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1776	1552.6668134841764
1158c7b633f751eeba7ea28a47aebdc9	Bacteria;Candidatus_Saccharibacteria	Bacteria	Candidatus_Saccharibacteria	2120	1297.7172786812569
116afef417e55c50e79ed06d6e49debc	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1585	493.01385652510174
11750de89a6616e7e1f3357982c2bb7f	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1533	34.7072943832531
11c3477337dac1b6be52526f5872b16a	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1837	539.3593809236932
11cbfd2a4163315d40fd3a2a70044885	Bacteria;Proteobacteria	Bacteria	Proteobacteria	49	5.629581638736404
11fb0c3ae9d7d1fa08dd025a98213ef0	Bacteria;Planctomycetes	Bacteria	Planctomycetes	347	8.594728582096632
11feaf2cb34ce638d3a2a9a7fb32f45b	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1588	24.477865766330297
120eba657e42a11a5c29f97b90f02035	Bacteria;Actinobacteria	Bacteria	Actinobacteria	2028	1104.669357552484
1217954aaa13b4c7823b015d1671604f	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2083	782.0675319337735
1229d1c862757ce4821e40d4a245fc79	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1600	116.35940487532488
1231fe764d13adf707872ea7367cfcb9	Bacteria;Nitrospirae	Bacteria	Nitrospirae	1588	75.93293002301087
1250f9c719330f63a6c6cd18f3051f0e	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	1423	42.797126863878745
126c3026c934b5c88542710fc0a9ba10	Bacteria;Nitrospirae	Bacteria	Nitrospirae	2447	2965.3575893378575
1270da80cc0e29e38d735c7f38a145a3	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1163	19.11794014917881
127f20006d5157da6edcae27fd949689	Bacteria;Firmicutes	Bacteria	Firmicutes	1548	136.97657060435844
128e84685c6b06008195dcd067d72253	Bacteria;Candidatus_Saccharibacteria	Bacteria	Candidatus_Saccharibacteria	2336	1546.6216623138523
12925f07a3c09cd9dfe3ec5283af9163	Bacteria;Chloroflexi	Bacteria	Chloroflexi	533	5.999238612930516
12b48e04ab0943eaf627efb2adf0926d	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	2048	659.5788954204371
12b572e28712bf3afe82fa02c4631167	Bacteria;Firmicutes	Bacteria	Firmicutes	2124	1388.6627087720765
12deaaa2a98aaace77361a807e6d37e6	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1969	1691.1421014102525
12e5ea96b2b4f0557abcb459f181397a	Bacteria;Firmicutes	Bacteria	Firmicutes	20	8.896220463448902
12fa714b5234fdaf8dfb17585dd4619a	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1632	129.1598393028522
12fa87371d89988cefe5911b04cd7fd8	Bacteria;Gemmatimonadetes	Bacteria	Gemmatimonadetes	1998	1138.7920413397424
135c8150fbafa814cc385338ef0ce94a	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1559	89.19249193960545
1378cecbc3def359a431c744625a490f	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2425	4686.110043532036
13801e7bc71636162780bd7b6d06bf65	Bacteria;Proteobacteria	Bacteria	Proteobacteria	382	11.096045315339904
13873ba940c33a8b26244300b9cae5d9	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1570	24.57695564071575
13a8904a239cc292ec30dbe3f834daa5	Bacteria;Proteobacteria	Bacteria	Proteobacteria	374	10.878992946944017
13b58faf48184ba10b5569cd8c8dbcd4	Bacteria;Spirochaetes	Bacteria	Spirochaetes	1669	74.32386408975967
13c94683bc0368daf22efe280916acd4	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	2483	5301.716784151193
13ec53b7c6668fa3ace8054cd158ea66	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	2072	1458.3192718275925
140318c59bcb263c7ae99cd0a7484ab9	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	2275	145.39638794101646
1427435456d4da78e4d4f36902b0a273	Archaea;Thaumarchaeota	Archaea	Thaumarchaeota	528	22.382767190447257
144a8d3471daeadf41b36c4b45f53192	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	2245	86.89924055708391
146011b4b3b1ac5bd7d8224c5d93209d	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1514	30.440115804305456
1474c02e265dfd9ca46d16d408ae3677	Bacteria;Aminicenantes	Bacteria	Aminicenantes	2214	7686.031117381294
148a28e89df6d30e2d311ef89bd6a2d2	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1919	3344.5006008763635
1491f63d2a715d68bf5450d9a46e6bfe	Bacteria;Firmicutes	Bacteria	Firmicutes	2000	4802.304372484
149550abac2acbfef6d5ae32d4103fcd	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	2063	146.33427569969191
149ca7a922ec8dad3451a26845ab86e6	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1450	70.56649751968006
14a0e05106135e35f3516fe52964651f	Bacteria;Campilobacterota	Bacteria	Campilobacterota	2306	2349.43375848601
14bdf361d0c610fa0d890a3c69c7e26b	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1773	222.4073828596131
14c48e99320ec401314b4f26657d59ae	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1992	389.40296852117535
14f9da4a1a2c94f184e1432177b7915e	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1796	197.0497986098733
151f25319c8715bb49632a77fb021ad5	Bacteria;Proteobacteria	Bacteria	Proteobacteria	121	9.651366254269236
1547e1c203c67b773f73c1fef1072566	Bacteria;Acidobacteria	Bacteria	Acidobacteria	2259	1343.7553154381403
1566ad4c9890e437c5684c68a982f353	Bacteria;Chloroflexi	Bacteria	Chloroflexi	1843	435.9291334475153
1569f7ae988e26c905ab8fab427c8a0d	Bacteria;Firmicutes	Bacteria	Firmicutes	2049	183.82841428197705
159444bc0b813da46a659d21a4d714fe	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	2156	2267.6435816380526
15a6de3981b9c6bed0697e1fb199bc2d	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1697	720.2945126018046
15cf48c25825941e0d72b74ede95cb6d	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2586	2212.366339122691
15d33303de8a2df0d68b1f0c198e38e4	Bacteria;Bacteroidetes	Bacteria	Bacteroidetes	1873	83.86000257515126
15d56c1957f615a428b92ab2d5f3e1ee	Bacteria;Proteobacteria	Bacteria	Proteobacteria	9	1.677999363061491
1622d683f835f30da7c21811466eccc7	Bacteria;Candidatus_Saccharibacteria	Bacteria	Candidatus_Saccharibacteria	1591	32.26198846646386
164b4b1b6d1a6c2e218b9e067048c729	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1704	87.95320028235598
16543908ca23561ad5f998978c1061b3	Bacteria;Proteobacteria	Bacteria	Proteobacteria	18	6.669261171130886
166557b1c45f3d722fb3e2640fc7a30f	Bacteria;Planctomycetes	Bacteria	Planctomycetes	2124	3411.0488760614317
167177802ba8c61c6caaaf29113a0ff0	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1878	1189.5603862327946
168839a16c637a2f2775cb2cf898f80b	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2099	937.4752987772766
16e41c9060365407fd11e5d7ff8789fa	Bacteria;Hydrogenedentes	Bacteria	Hydrogenedentes	1809	318.7267736453086
16f6d1d5712ecdc9de36a8a17d234032	Bacteria;Fusobacteria	Bacteria	Fusobacteria	2106	275.65827971800167
1709eee19967e40cdfc7154f64dce114	Bacteria;Verrucomicrobia	Bacteria	Verrucomicrobia	1909	3269.591042522037
1744f4c8c449819fa00f470f31eb5ab5	Bacteria;Campilobacterota	Bacteria	Campilobacterota	2152	784.0011355047576
17a09efe5f042cc6729113a1ad88f036	Bacteria;candidate_division_WPS-1	Bacteria	candidate_division_WPS-1	1900	1888.963014742234
17a5a4bff7ff28d0e620402b79150a59	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1799	288.879341600836
17fe810870dcb50843618eb78467808b	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1941	2901.6488147813857
1876d935f31037a5fd19c17eca335a48	Bacteria;candidate_division_WPS-1	Bacteria	candidate_division_WPS-1	1913	693.407376152351
18b3d697dc238b17b5a29437604ac335	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1541	215.17947495664112
18bf103fc503b07d7e43e73f5ef2151f	Bacteria;Actinobacteria	Bacteria	Actinobacteria	1659	64.69128969363511
190896e7ae7d45f3302b299bb97489d3	Bacteria;Acidobacteria	Bacteria	Acidobacteria	1768	191.72766703345127
19134cd91473a8716af2fea6515a38ad	Bacteria;Candidatus_Saccharibacteria	Bacteria	Candidatus_Saccharibacteria	2401	218.8895382798418
1915886786326acf9adcb3c5ae06dc26	Bacteria;Planctomycetes	Bacteria	Planctomycetes	1896	1356.7514330948195
19242d6e262c55c76fdde74fbd05d9ad	Bacteria;Proteobacteria	Bacteria	Proteobacteria	2325	2782.282392672418
19386012f47b4a8d83f8fa168376a505	Bacteria;Proteobacteria	Bacteria	Proteobacteria	743	32.65989635651588
194c2ef247b68413393f261264129266	Bacteria;Proteobacteria	Bacteria	Proteobacteria	1866	1109.633556396704
198e6f939a957564c198f8b262bee999	Bacteria;Firmicutes	Bacteria	Firmicutes	2	5.657768574108382
