gene_set	rank	running_es	member	metric
HALLMARK_INTERFERON_ALPHA_RESPONSE	91	0.663816	false	1.9893
HALLMARK_INTERFERON_ALPHA_RESPONSE	92	0.662398	false	1.9798
HALLMARK_INTERFERON_ALPHA_RESPONSE	93	0.672515	true	1.9744
HALLMARK_INTERFERON_ALPHA_RESPONSE	94	0.671097	false	1.9575
HALLMARK_INTERFERON_ALPHA_RESPONSE	95	0.669679	false	1.9541
HALLMARK_INTERFERON_ALPHA_RESPONSE	96	0.679684	true	1.9524
HALLMARK_INTERFERON_ALPHA_RESPONSE	97	0.689571	true	1.9295
HALLMARK_INTERFERON_ALPHA_RESPONSE	98	0.699449	true	1.9278
HALLMARK_INTERFERON_ALPHA_RESPONSE	99	0.709328	true	1.9277
HALLMARK_INTERFERON_ALPHA_RESPONSE	100	0.719199	true	1.9264
HALLMARK_INTERFERON_ALPHA_RESPONSE	101	0.717781	false	1.9237
HALLMARK_INTERFERON_ALPHA_RESPONSE	102	0.716362	false	1.8915
HALLMARK_INTERFERON_ALPHA_RESPONSE	103	0.726051	true	1.8907
HALLMARK_INTERFERON_ALPHA_RESPONSE	104	0.735687	true	1.8805
HALLMARK_INTERFERON_ALPHA_RESPONSE	105	0.74519	true	1.8545
HALLMARK_INTERFERON_ALPHA_RESPONSE	106	0.743772	false	1.8508
HALLMARK_INTERFERON_ALPHA_RESPONSE	107	0.742353	false	1.8416
HALLMARK_INTERFERON_ALPHA_RESPONSE	108	0.751741	true	1.832
HALLMARK_INTERFERON_ALPHA_RESPONSE	109	0.750323	false	1.8252
HALLMARK_INTERFERON_ALPHA_RESPONSE	110	0.748904	false	1.8234
HALLMARK_INTERFERON_ALPHA_RESPONSE	111	0.758121	true	1.7986
HALLMARK_INTERFERON_ALPHA_RESPONSE	112	0.756703	false	1.7686
HALLMARK_INTERFERON_ALPHA_RESPONSE	113	0.755284	false	1.765
HALLMARK_INTERFERON_ALPHA_RESPONSE	114	0.753866	false	1.7591
HALLMARK_INTERFERON_ALPHA_RESPONSE	115	0.76285	true	1.7533
HALLMARK_INTERFERON_ALPHA_RESPONSE	116	0.761432	false	1.7532
HALLMARK_INTERFERON_ALPHA_RESPONSE	117	0.770358	true	1.7419
HALLMARK_INTERFERON_ALPHA_RESPONSE	118	0.779179	true	1.7214
HALLMARK_INTERFERON_ALPHA_RESPONSE	119	0.787973	true	1.716
HALLMARK_INTERFERON_ALPHA_RESPONSE	120	0.786554	false	1.7104
HALLMARK_INTERFERON_ALPHA_RESPONSE	121	0.79527	true	1.7008
HALLMARK_INTERFERON_ALPHA_RESPONSE	122	0.793852	false	1.6974
HALLMARK_INTERFERON_ALPHA_RESPONSE	123	0.792433	false	1.6972
HALLMARK_INTERFERON_ALPHA_RESPONSE	124	0.791015	false	1.6778
HALLMARK_INTERFERON_ALPHA_RESPONSE	125	0.799557	true	1.6669
HALLMARK_INTERFERON_ALPHA_RESPONSE	126	0.798138	false	1.6514
HALLMARK_INTERFERON_ALPHA_RESPONSE	127	0.79672	false	1.6439
HALLMARK_INTERFERON_ALPHA_RESPONSE	128	0.795301	false	1.6294
HALLMARK_INTERFERON_ALPHA_RESPONSE	129	0.793883	false	1.6267
HALLMARK_INTERFERON_ALPHA_RESPONSE	130	0.792464	false	1.6237
HALLMARK_INTERFERON_ALPHA_RESPONSE	131	0.800754	true	1.6177
HALLMARK_INTERFERON_ALPHA_RESPONSE	132	0.808956	true	1.6006
HALLMARK_INTERFERON_ALPHA_RESPONSE	133	0.807537	false	1.5837
HALLMARK_INTERFERON_ALPHA_RESPONSE	134	0.806119	false	1.5675
HALLMARK_INTERFERON_ALPHA_RESPONSE	135	0.804701	false	1.5511
HALLMARK_INTERFERON_ALPHA_RESPONSE	136	0.803282	false	1.5463
HALLMARK_INTERFERON_ALPHA_RESPONSE	137	0.801864	false	1.5419
HALLMARK_INTERFERON_ALPHA_RESPONSE	138	0.809682	true	1.5258
HALLMARK_INTERFERON_ALPHA_RESPONSE	139	0.808264	false	1.5249
HALLMARK_INTERFERON_ALPHA_RESPONSE	140	0.816028	true	1.5151
HALLMARK_INTERFERON_ALPHA_RESPONSE	141	0.82374	true	1.505
HALLMARK_INTERFERON_ALPHA_RESPONSE	142	0.822321	false	1.4984
HALLMARK_INTERFERON_ALPHA_RESPONSE	143	0.829982	true	1.4949
HALLMARK_INTERFERON_ALPHA_RESPONSE	144	0.837592	true	1.4851
HALLMARK_INTERFERON_ALPHA_RESPONSE	145	0.836174	false	1.4809
HALLMARK_INTERFERON_ALPHA_RESPONSE	146	0.834755	false	1.4712
HALLMARK_INTERFERON_ALPHA_RESPONSE	147	0.833337	false	1.4594
HALLMARK_INTERFERON_ALPHA_RESPONSE	148	0.831918	false	1.4433
HALLMARK_INTERFERON_ALPHA_RESPONSE	149	0.8305	false	1.4225
HALLMARK_INTERFERON_ALPHA_RESPONSE	150	0.829082	false	1.4184
HALLMARK_INTERFERON_ALPHA_RESPONSE	151	0.827663	false	1.4127
HALLMARK_INTERFERON_ALPHA_RESPONSE	152	0.826245	false	1.407
HALLMARK_INTERFERON_ALPHA_RESPONSE	153	0.824826	false	1.4011
HALLMARK_INTERFERON_ALPHA_RESPONSE	154	0.823408	false	1.3841
HALLMARK_INTERFERON_ALPHA_RESPONSE	155	0.821989	false	1.3795
HALLMARK_INTERFERON_ALPHA_RESPONSE	156	0.828979	true	1.3639
HALLMARK_INTERFERON_ALPHA_RESPONSE	157	0.82756	false	1.3546
HALLMARK_INTERFERON_ALPHA_RESPONSE	158	0.826142	false	1.3486
HALLMARK_INTERFERON_ALPHA_RESPONSE	159	0.824723	false	1.3411
HALLMARK_INTERFERON_ALPHA_RESPONSE	160	0.823305	false	1.3365
HALLMARK_INTERFERON_ALPHA_RESPONSE	161	0.821887	false	1.3341
HALLMARK_INTERFERON_ALPHA_RESPONSE	162	0.820468	false	1.3302
HALLMARK_INTERFERON_ALPHA_RESPONSE	163	0.81905	false	1.3147
HALLMARK_INTERFERON_ALPHA_RESPONSE	164	0.817631	false	1.3079
HALLMARK_INTERFERON_ALPHA_RESPONSE	165	0.816213	false	1.3054
HALLMARK_INTERFERON_ALPHA_RESPONSE	166	0.814794	false	1.3002
HALLMARK_INTERFERON_ALPHA_RESPONSE	167	0.821411	true	1.2912
HALLMARK_INTERFERON_ALPHA_RESPONSE	168	0.819993	false	1.2787
HALLMARK_INTERFERON_ALPHA_RESPONSE	169	0.826423	true	1.2549
HALLMARK_INTERFERON_ALPHA_RESPONSE	170	0.825005	false	1.2544
HALLMARK_INTERFERON_ALPHA_RESPONSE	171	0.823586	false	1.2504
HALLMARK_INTERFERON_ALPHA_RESPONSE	172	0.829986	true	1.2488
HALLMARK_INTERFERON_ALPHA_RESPONSE	173	0.828568	false	1.234
HALLMARK_INTERFERON_ALPHA_RESPONSE	174	0.827149	false	1.2139
HALLMARK_INTERFERON_ALPHA_RESPONSE	175	0.825731	false	1.2024
HALLMARK_INTERFERON_ALPHA_RESPONSE	176	0.824312	false	1.1962
HALLMARK_INTERFERON_ALPHA_RESPONSE	177	0.822894	false	1.1871
HALLMARK_INTERFERON_ALPHA_RESPONSE	178	0.821475	false	1.1815
HALLMARK_INTERFERON_ALPHA_RESPONSE	179	0.820057	false	1.1728
HALLMARK_INTERFERON_ALPHA_RESPONSE	180	0.826063	true	1.1721
HALLMARK_INTERFERON_ALPHA_RESPONSE	181	0.824645	false	1.1702
HALLMARK_INTERFERON_ALPHA_RESPONSE	182	0.830604	true	1.1629
HALLMARK_INTERFERON_ALPHA_RESPONSE	183	0.829185	false	1.15
HALLMARK_INTERFERON_ALPHA_RESPONSE	184	0.827767	false	1.135
HALLMARK_INTERFERON_ALPHA_RESPONSE	185	0.826348	false	1.1321
HALLMARK_INTERFERON_ALPHA_RESPONSE	186	0.82493	false	1.1148
HALLMARK_INTERFERON_ALPHA_RESPONSE	187	0.823511	false	1.0982
HALLMARK_INTERFERON_ALPHA_RESPONSE	188	0.822093	false	1.0824
HALLMARK_INTERFERON_ALPHA_RESPONSE	189	0.820675	false	1.0709
HALLMARK_INTERFERON_ALPHA_RESPONSE	190	0.819256	false	1.0634
HALLMARK_INTERFERON_ALPHA_RESPONSE	191	0.817838	false	1.0552
HALLMARK_INTERFERON_ALPHA_RESPONSE	192	0.816419	false	1.0523
HALLMARK_INTERFERON_ALPHA_RESPONSE	193	0.815001	false	1.0476
HALLMARK_INTERFERON_ALPHA_RESPONSE	194	0.813582	false	1.0368
HALLMARK_INTERFERON_ALPHA_RESPONSE	195	0.812164	false	1.031
HALLMARK_INTERFERON_ALPHA_RESPONSE	196	0.810746	false	1.0302
HALLMARK_INTERFERON_ALPHA_RESPONSE	197	0.815993	true	1.0239
HALLMARK_INTERFERON_ALPHA_RESPONSE	198	0.814574	false	1.0191
HALLMARK_INTERFERON_ALPHA_RESPONSE	199	0.813156	false	1.0052
HALLMARK_INTERFERON_ALPHA_RESPONSE	200	0.811737	false	0.9944
HALLMARK_INTERFERON_ALPHA_RESPONSE	201	0.810319	false	0.9805
HALLMARK_INTERFERON_ALPHA_RESPONSE	202	0.8089	false	0.9802
HALLMARK_INTERFERON_ALPHA_RESPONSE	203	0.807482	false	0.9774
HALLMARK_INTERFERON_ALPHA_RESPONSE	204	0.806063	false	0.9719
HALLMARK_INTERFERON_ALPHA_RESPONSE	205	0.81104	true	0.9712
HALLMARK_INTERFERON_ALPHA_RESPONSE	206	0.815988	true	0.9655
HALLMARK_INTERFERON_ALPHA_RESPONSE	207	0.81457	false	0.9504
HALLMARK_INTERFERON_ALPHA_RESPONSE	208	0.813151	false	0.9313
HALLMARK_INTERFERON_ALPHA_RESPONSE	209	0.811733	false	0.9184
HALLMARK_INTERFERON_ALPHA_RESPONSE	210	0.810314	false	0.9055
HALLMARK_INTERFERON_ALPHA_RESPONSE	211	0.808896	false	0.9053
HALLMARK_INTERFERON_ALPHA_RESPONSE	212	0.807478	false	0.9002
HALLMARK_INTERFERON_ALPHA_RESPONSE	213	0.806059	false	0.891
HALLMARK_INTERFERON_ALPHA_RESPONSE	214	0.804641	false	0.8882
HALLMARK_INTERFERON_ALPHA_RESPONSE	215	0.803222	false	0.8851
HALLMARK_INTERFERON_ALPHA_RESPONSE	216	0.801804	false	0.8812
HALLMARK_INTERFERON_ALPHA_RESPONSE	217	0.800385	false	0.8761
HALLMARK_INTERFERON_ALPHA_RESPONSE	218	0.798967	false	0.8662
HALLMARK_INTERFERON_ALPHA_RESPONSE	219	0.797548	false	0.8636
HALLMARK_INTERFERON_ALPHA_RESPONSE	220	0.79613	false	0.8476
HALLMARK_INTERFERON_ALPHA_RESPONSE	221	0.794712	false	0.8424
HALLMARK_INTERFERON_ALPHA_RESPONSE	222	0.793293	false	0.8305
HALLMARK_INTERFERON_ALPHA_RESPONSE	223	0.791875	false	0.804
HALLMARK_INTERFERON_ALPHA_RESPONSE	224	0.790456	false	0.7893
HALLMARK_INTERFERON_ALPHA_RESPONSE	225	0.789038	false	0.7814
HALLMARK_INTERFERON_ALPHA_RESPONSE	226	0.787619	false	0.7739
HALLMARK_INTERFERON_ALPHA_RESPONSE	227	0.786201	false	0.7733
HALLMARK_INTERFERON_ALPHA_RESPONSE	228	0.784782	false	0.7619
HALLMARK_INTERFERON_ALPHA_RESPONSE	229	0.788686	true	0.7617
HALLMARK_INTERFERON_ALPHA_RESPONSE	230	0.787267	false	0.7587
HALLMARK_INTERFERON_ALPHA_RESPONSE	231	0.785849	false	0.7541
HALLMARK_INTERFERON_ALPHA_RESPONSE	232	0.78443	false	0.7455
HALLMARK_INTERFERON_ALPHA_RESPONSE	233	0.783012	false	0.7398
HALLMARK_INTERFERON_ALPHA_RESPONSE	234	0.781594	false	0.7346
HALLMARK_INTERFERON_ALPHA_RESPONSE	235	0.780175	false	0.7294
HALLMARK_INTERFERON_ALPHA_RESPONSE	236	0.778757	false	0.7143
HALLMARK_INTERFERON_ALPHA_RESPONSE	237	0.777338	false	0.7009
HALLMARK_INTERFERON_ALPHA_RESPONSE	238	0.77592	false	0.6962
HALLMARK_INTERFERON_ALPHA_RESPONSE	239	0.774501	false	0.6953
HALLMARK_INTERFERON_ALPHA_RESPONSE	240	0.773083	false	0.6882
HALLMARK_INTERFERON_ALPHA_RESPONSE	241	0.771665	false	0.6872
HALLMARK_INTERFERON_ALPHA_RESPONSE	242	0.770246	false	0.6758
HALLMARK_INTERFERON_ALPHA_RESPONSE	243	0.768828	false	0.6723
HALLMARK_INTERFERON_ALPHA_RESPONSE	244	0.767409	false	0.6674
HALLMARK_INTERFERON_ALPHA_RESPONSE	245	0.765991	false	0.6633
HALLMARK_INTERFERON_ALPHA_RESPONSE	246	0.764572	false	0.6488
HALLMARK_INTERFERON_ALPHA_RESPONSE	247	0.763154	false	0.6447
HALLMARK_INTERFERON_ALPHA_RESPONSE	248	0.766397	true	0.6329
HALLMARK_INTERFERON_ALPHA_RESPONSE	249	0.764979	false	0.6324
HALLMARK_INTERFERON_ALPHA_RESPONSE	250	0.76356	false	0.6188
HALLMARK_INTERFERON_ALPHA_RESPONSE	251	0.762142	false	0.6164
HALLMARK_INTERFERON_ALPHA_RESPONSE	252	0.760723	false	0.6053
HALLMARK_INTERFERON_ALPHA_RESPONSE	253	0.759305	false	0.6048
HALLMARK_INTERFERON_ALPHA_RESPONSE	254	0.757886	false	0.5951
HALLMARK_INTERFERON_ALPHA_RESPONSE	255	0.756468	false	0.5932
HALLMARK_INTERFERON_ALPHA_RESPONSE	256	0.75505	false	0.59
HALLMARK_INTERFERON_ALPHA_RESPONSE	257	0.753631	false	0.5718
HALLMARK_INTERFERON_ALPHA_RESPONSE	258	0.752213	false	0.5716
HALLMARK_INTERFERON_ALPHA_RESPONSE	259	0.750794	false	0.546
HALLMARK_INTERFERON_ALPHA_RESPONSE	260	0.749376	false	0.5341
HALLMARK_INTERFERON_ALPHA_RESPONSE	261	0.747957	false	0.5324
HALLMARK_INTERFERON_ALPHA_RESPONSE	262	0.746539	false	0.5309
HALLMARK_INTERFERON_ALPHA_RESPONSE	263	0.749169	true	0.5133
HALLMARK_INTERFERON_ALPHA_RESPONSE	264	0.747751	false	0.508
HALLMARK_INTERFERON_ALPHA_RESPONSE	265	0.746332	false	0.5035
HALLMARK_INTERFERON_ALPHA_RESPONSE	266	0.744914	false	0.5012
HALLMARK_INTERFERON_ALPHA_RESPONSE	267	0.743496	false	0.4932
HALLMARK_INTERFERON_ALPHA_RESPONSE	268	0.742077	false	0.4898
HALLMARK_INTERFERON_ALPHA_RESPONSE	269	0.740659	false	0.4799
HALLMARK_INTERFERON_ALPHA_RESPONSE	270	0.73924	false	0.4732
HALLMARK_INTERFERON_ALPHA_RESPONSE	271	0.737822	false	0.4714
HALLMARK_INTERFERON_ALPHA_RESPONSE	272	0.736403	false	0.4598
HALLMARK_INTERFERON_ALPHA_RESPONSE	273	0.734985	false	0.4575
HALLMARK_INTERFERON_ALPHA_RESPONSE	274	0.733566	false	0.4569
HALLMARK_INTERFERON_ALPHA_RESPONSE	275	0.732148	false	0.4538
HALLMARK_INTERFERON_ALPHA_RESPONSE	276	0.73073	false	0.4527
HALLMARK_INTERFERON_ALPHA_RESPONSE	277	0.729311	false	0.4492
HALLMARK_INTERFERON_ALPHA_RESPONSE	278	0.727893	false	0.4469
HALLMARK_INTERFERON_ALPHA_RESPONSE	279	0.726474	false	0.445
HALLMARK_INTERFERON_ALPHA_RESPONSE	280	0.725056	false	0.4412
HALLMARK_INTERFERON_ALPHA_RESPONSE	281	0.723637	false	0.44
HALLMARK_INTERFERON_ALPHA_RESPONSE	282	0.722219	false	0.43
HALLMARK_INTERFERON_ALPHA_RESPONSE	283	0.7208	false	0.4087
HALLMARK_INTERFERON_ALPHA_RESPONSE	284	0.719382	false	0.4077
HALLMARK_INTERFERON_ALPHA_RESPONSE	285	0.717964	false	0.407
HALLMARK_INTERFERON_ALPHA_RESPONSE	286	0.716545	false	0.4068
HALLMARK_INTERFERON_ALPHA_RESPONSE	287	0.715127	false	0.4003
HALLMARK_INTERFERON_ALPHA_RESPONSE	288	0.713708	false	0.3923
HALLMARK_INTERFERON_ALPHA_RESPONSE	289	0.71229	false	0.3865
HALLMARK_INTERFERON_ALPHA_RESPONSE	290	0.710871	false	0.3864
HALLMARK_INTERFERON_ALPHA_RESPONSE	291	0.709453	false	0.3853
HALLMARK_INTERFERON_ALPHA_RESPONSE	292	0.708035	false	0.3852
HALLMARK_INTERFERON_ALPHA_RESPONSE	293	0.706616	false	0.3627
HALLMARK_INTERFERON_ALPHA_RESPONSE	294	0.705198	false	0.3592
HALLMARK_INTERFERON_ALPHA_RESPONSE	295	0.703779	false	0.3475
HALLMARK_INTERFERON_ALPHA_RESPONSE	296	0.702361	false	0.3332
HALLMARK_INTERFERON_ALPHA_RESPONSE	297	0.700942	false	0.3288
HALLMARK_INTERFERON_ALPHA_RESPONSE	298	0.699524	false	0.3261
HALLMARK_INTERFERON_ALPHA_RESPONSE	299	0.698105	false	0.3173
HALLMARK_INTERFERON_ALPHA_RESPONSE	300	0.696687	false	0.3141
HALLMARK_INTERFERON_ALPHA_RESPONSE	301	0.695269	false	0.3127
HALLMARK_INTERFERON_ALPHA_RESPONSE	302	0.69385	false	0.3079
HALLMARK_INTERFERON_ALPHA_RESPONSE	303	0.695422	true	0.3068
HALLMARK_INTERFERON_ALPHA_RESPONSE	304	0.694004	false	0.3017
HALLMARK_INTERFERON_ALPHA_RESPONSE	305	0.692585	false	0.2986
HALLMARK_INTERFERON_ALPHA_RESPONSE	306	0.691167	false	0.2932
HALLMARK_INTERFERON_ALPHA_RESPONSE	307	0.689749	false	0.2913
HALLMARK_INTERFERON_ALPHA_RESPONSE	308	0.68833	false	0.2831
HALLMARK_INTERFERON_ALPHA_RESPONSE	309	0.686912	false	0.2778
HALLMARK_INTERFERON_ALPHA_RESPONSE	310	0.685493	false	0.2734
HALLMARK_INTERFERON_ALPHA_RESPONSE	311	0.684075	false	0.2732
HALLMARK_INTERFERON_ALPHA_RESPONSE	312	0.685443	true	0.267
HALLMARK_INTERFERON_ALPHA_RESPONSE	313	0.684025	false	0.2649
HALLMARK_INTERFERON_ALPHA_RESPONSE	314	0.682606	false	0.2378
HALLMARK_INTERFERON_ALPHA_RESPONSE	315	0.681188	false	0.2307
HALLMARK_INTERFERON_ALPHA_RESPONSE	316	0.679769	false	0.2286
HALLMARK_INTERFERON_ALPHA_RESPONSE	317	0.678351	false	0.228
HALLMARK_INTERFERON_ALPHA_RESPONSE	318	0.676933	false	0.2235
HALLMARK_INTERFERON_ALPHA_RESPONSE	319	0.675514	false	0.2216
HALLMARK_INTERFERON_ALPHA_RESPONSE	320	0.674096	false	0.2195
HALLMARK_INTERFERON_ALPHA_RESPONSE	321	0.672677	false	0.2192
HALLMARK_INTERFERON_ALPHA_RESPONSE	322	0.671259	false	0.217
HALLMARK_INTERFERON_ALPHA_RESPONSE	323	0.66984	false	0.2139
HALLMARK_INTERFERON_ALPHA_RESPONSE	324	0.670936	true	0.2139
HALLMARK_INTERFERON_ALPHA_RESPONSE	325	0.669518	false	0.2119
HALLMARK_INTERFERON_ALPHA_RESPONSE	326	0.668099	false	0.2101
HALLMARK_INTERFERON_ALPHA_RESPONSE	327	0.666681	false	0.2085
HALLMARK_INTERFERON_ALPHA_RESPONSE	328	0.665263	false	0.2044
HALLMARK_INTERFERON_ALPHA_RESPONSE	329	0.663844	false	0.2039
HALLMARK_INTERFERON_ALPHA_RESPONSE	330	0.662426	false	0.1972
HALLMARK_INTERFERON_ALPHA_RESPONSE	331	0.661007	false	0.1916
HALLMARK_INTERFERON_ALPHA_RESPONSE	332	0.659589	false	0.1913
HALLMARK_INTERFERON_ALPHA_RESPONSE	333	0.65817	false	0.19
HALLMARK_INTERFERON_ALPHA_RESPONSE	334	0.656752	false	0.1825
HALLMARK_INTERFERON_ALPHA_RESPONSE	335	0.655334	false	0.1809
HALLMARK_INTERFERON_ALPHA_RESPONSE	336	0.653915	false	0.1805
HALLMARK_INTERFERON_ALPHA_RESPONSE	337	0.652497	false	0.1724
HALLMARK_INTERFERON_ALPHA_RESPONSE	338	0.651078	false	0.1684
HALLMARK_INTERFERON_ALPHA_RESPONSE	339	0.64966	false	0.1657
HALLMARK_INTERFERON_ALPHA_RESPONSE	340	0.648241	false	0.1642
HALLMARK_INTERFERON_ALPHA_RESPONSE	341	0.646823	false	0.1638
