sample	rank	umi_count	is_cell
sample_A	296	12003.9	true
sample_A	297	13029.7	true
sample_A	298	14696.1	true
sample_A	299	12163.1	true
sample_A	300	13788.8	true
sample_A	301	13495.8	true
sample_A	302	12654.3	true
sample_A	303	15098.2	true
sample_A	304	11947.4	true
sample_A	305	13904.9	true
sample_A	306	12553.9	true
sample_A	307	12109.3	true
sample_A	308	14517.4	true
sample_A	309	11962.5	true
sample_A	310	12057.2	true
sample_A	311	11754.6	true
sample_A	312	11471.2	true
sample_A	313	12390.2	true
sample_A	314	11543.8	true
sample_A	315	15065.3	true
sample_A	316	13788.7	true
sample_A	317	14339.6	true
sample_A	318	11280.2	true
sample_A	319	12610.1	true
sample_A	320	14905.0	true
sample_A	321	11583.4	true
sample_A	322	13972.4	true
sample_A	323	11805.7	true
sample_A	324	15136.4	true
sample_A	325	14976.9	true
sample_A	326	13493.6	true
sample_A	327	13199.9	true
sample_A	328	15062.6	true
sample_A	329	11892.9	true
sample_A	330	12938.0	true
sample_A	331	13633.1	true
sample_A	332	14620.8	true
sample_A	333	13298.0	true
sample_A	334	14330.5	true
sample_A	335	12557.7	true
sample_A	336	12197.6	true
sample_A	337	12187.1	true
sample_A	338	13431.7	true
sample_A	339	12544.2	true
sample_A	340	12290.3	true
sample_A	341	14135.9	true
sample_A	342	11982.9	true
sample_A	343	13758.9	true
sample_A	344	11922.4	true
sample_A	345	14706.5	true
sample_A	346	11514.3	true
sample_A	347	12702.8	true
sample_A	348	12917.6	true
sample_A	349	14714.0	true
sample_A	350	12991.5	true
sample_A	351	11752.2	true
sample_A	352	11883.2	true
sample_A	353	13588.5	true
sample_A	354	12232.9	true
sample_A	355	12088.8	true
sample_A	356	12785.6	true
sample_A	357	13476.8	true
sample_A	358	11792.1	true
sample_A	359	14845.7	true
sample_A	360	13238.1	true
sample_A	361	11654.8	true
sample_A	362	12341.5	true
sample_A	363	11866.2	true
sample_A	364	12369.2	true
sample_A	365	11696.4	true
sample_A	366	14199.3	true
sample_A	367	14376.1	true
sample_A	368	13326.2	true
sample_A	369	12416.0	true
sample_A	370	13668.3	true
sample_A	371	12801.4	true
sample_A	372	11856.2	true
sample_A	373	14539.9	true
sample_A	374	14646.6	true
sample_A	375	14516.1	true
sample_A	376	11475.6	true
sample_A	377	12221.1	true
sample_A	378	11856.8	true
sample_A	379	13494.3	true
sample_A	380	12584.9	true
sample_A	381	14733.9	true
sample_A	382	13383.0	true
sample_A	383	11618.6	true
sample_A	384	12067.8	true
sample_A	385	11450.3	true
sample_A	386	13867.8	true
sample_A	387	12819.4	true
sample_A	388	12825.4	true
sample_A	389	12951.5	true
sample_A	390	14197.0	true
sample_A	391	12747.7	true
sample_A	392	11806.5	true
sample_A	393	14647.2	true
sample_A	394	11418.1	true
sample_A	395	13552.2	true
sample_A	396	12168.6	true
sample_A	397	13213.2	true
sample_A	398	14253.5	true
sample_A	399	13705.0	true
sample_A	400	13077.5	true
sample_A	401	13704.3	true
sample_A	402	13042.1	true
sample_A	403	13922.7	true
sample_A	404	14560.3	true
sample_A	405	12358.4	true
sample_A	406	11897.8	true
sample_A	407	14598.2	true
sample_A	408	10836.1	true
sample_A	409	10943.8	true
sample_A	410	11284.6	true
sample_A	411	13917.1	true
sample_A	412	12348.3	true
sample_A	413	13423.3	true
sample_A	414	11460.9	true
sample_A	415	11246.7	true
sample_A	416	12010.2	true
sample_A	417	11401.6	true
sample_A	418	12925.1	true
sample_A	419	11497.3	true
sample_A	420	13207.6	true
sample_A	421	11560.7	true
sample_A	422	13134.1	true
sample_A	423	11222.3	true
sample_A	424	13716.0	true
sample_A	425	11210.5	true
sample_A	426	13844.4	true
sample_A	427	13214.8	true
sample_A	428	11916.3	true
sample_A	429	10846.6	true
sample_A	430	11094.8	true
sample_A	431	13144.0	true
sample_A	432	12617.5	true
sample_A	433	11897.8	true
sample_A	434	12309.7	true
sample_A	435	11771.7	true
sample_A	436	12726.4	true
sample_A	437	12449.0	true
sample_A	438	12124.8	true
sample_A	439	14377.1	true
sample_A	440	13028.9	true
sample_A	441	13283.2	true
sample_A	442	12531.2	true
sample_A	443	14215.6	true
sample_A	444	11928.7	true
sample_A	445	14199.7	true
sample_A	446	13365.2	true
sample_A	447	11259.1	true
sample_A	448	14023.6	true
sample_A	449	12513.4	true
sample_A	450	11124.1	true
sample_A	451	13612.2	true
sample_A	452	11199.7	true
sample_A	453	10971.2	true
sample_A	454	13076.0	true
sample_A	455	12087.3	true
sample_A	456	11499.6	true
sample_A	457	11187.3	true
sample_A	458	14280.2	true
sample_A	459	12106.3	true
sample_A	460	12953.6	true
sample_A	461	11609.8	true
sample_A	462	12143.4	true
sample_A	463	13571.6	true
sample_A	464	12737.1	true
sample_A	465	11300.2	true
sample_A	466	12065.4	true
sample_A	467	12191.9	true
sample_A	468	12004.9	true
sample_A	469	13567.6	true
sample_A	470	14031.0	true
sample_A	471	13301.6	true
sample_A	472	11062.7	true
sample_A	473	10806.8	true
sample_A	474	13816.5	true
sample_A	475	13502.2	true
sample_A	476	11324.1	true
sample_A	477	12439.0	true
sample_A	478	10822.6	true
sample_A	479	11474.2	true
sample_A	480	13928.9	true
sample_A	481	12611.8	true
sample_A	482	13764.0	true
sample_A	483	11704.4	true
sample_A	484	11545.1	true
sample_A	485	12488.6	true
sample_A	486	12565.1	true
sample_A	487	13303.6	true
sample_A	488	13237.7	true
sample_A	489	11197.0	true
sample_A	490	10909.6	true
sample_A	491	12825.5	true
sample_A	492	13847.8	true
sample_A	493	12566.1	true
sample_A	494	11987.2	true
sample_A	495	12576.1	true
sample_A	496	11719.0	true
sample_A	497	12470.2	true
sample_A	498	11771.8	true
sample_A	499	12839.1	true
sample_A	500	12224.9	true
sample_A	501	11718.8	true
sample_A	502	13508.0	true
sample_A	503	13379.9	true
sample_A	504	13935.6	true
sample_A	505	12538.2	true
sample_A	506	13686.6	true
sample_A	507	12502.7	true
sample_A	508	13211.9	true
sample_A	509	10821.1	true
sample_A	510	12710.3	true
sample_A	511	13211.9	true
sample_A	512	11873.3	true
sample_A	513	11413.4	true
sample_A	514	11956.8	true
sample_A	515	12682.8	true
sample_A	516	10367.8	true
sample_A	517	10392.5	true
sample_A	518	12119.0	true
sample_A	519	11415.4	true
sample_A	520	11563.6	true
sample_A	521	11808.1	true
sample_A	522	10453.0	true
sample_A	523	12759.3	true
sample_A	524	12253.1	true
sample_A	525	11573.9	true
sample_A	526	12090.5	true
sample_A	527	10729.7	true
sample_A	528	11357.9	true
sample_A	529	12891.5	true
sample_A	530	13792.2	true
sample_A	531	12269.4	true
sample_A	532	12005.9	true
sample_A	533	11532.7	true
sample_A	534	11081.2	true
sample_A	535	11185.8	true
sample_A	536	12788.4	true
sample_A	537	11566.5	true
sample_A	538	11207.5	true
sample_A	539	13124.1	true
sample_A	540	10906.1	true
sample_A	541	12302.7	true
sample_A	542	11013.6	true
sample_A	543	13660.6	true
sample_A	544	12196.3	true
sample_A	545	11002.3	true
sample_A	546	12523.6	true
sample_A	547	12125.2	true
sample_A	548	10147.2	true
sample_A	549	10292.3	true
sample_A	550	10484.5	true
sample_A	551	10568.9	true
sample_A	552	13028.0	true
sample_A	553	13379.8	true
sample_A	554	10307.3	true
sample_A	555	11714.7	true
sample_A	556	13356.2	true
sample_A	557	10930.0	true
sample_A	558	13522.0	true
sample_A	559	10248.0	true
sample_A	560	10362.2	true
sample_A	561	13364.9	true
sample_A	562	11192.5	true
sample_A	563	11690.7	true
sample_A	564	11923.0	true
sample_A	565	10857.2	true
sample_A	566	10771.3	true
sample_A	567	10686.0	true
sample_A	568	11532.7	true
sample_A	569	10961.5	true
sample_A	570	11423.1	true
sample_A	571	12817.4	true
sample_A	572	11262.3	true
sample_A	573	12483.5	true
sample_A	574	10704.3	true
sample_A	575	11703.7	true
sample_A	576	12050.8	true
sample_A	577	11456.9	true
sample_A	578	11390.9	true
sample_A	579	13478.0	true
sample_A	580	11292.2	true
sample_A	581	11435.6	true
sample_A	582	12554.2	true
sample_A	583	10982.0	true
sample_A	584	12486.9	true
sample_A	585	10316.4	true
sample_A	586	10145.8	true
sample_A	587	12994.9	true
sample_A	588	11003.0	true
sample_A	589	12917.2	true
sample_A	590	12374.0	true
sample_A	591	12375.2	true
sample_A	592	10870.3	true
sample_A	593	11773.6	true
sample_A	594	12321.0	true
sample_A	595	12591.8	true
sample_A	596	12216.2	true
sample_A	597	12482.7	true
sample_A	598	11960.1	true
sample_A	599	10587.2	true
sample_A	600	12276.8	true
sample_A	601	10044.6	true
sample_A	602	12328.2	true
sample_A	603	13241.0	true
sample_A	604	11488.0	true
sample_A	605	11079.4	true
sample_A	606	11363.0	true
sample_A	607	11503.1	true
sample_A	608	12379.4	true
sample_A	609	10135.3	true
sample_A	610	13147.3	true
sample_A	611	13145.3	true
sample_A	612	11026.9	true
sample_A	613	11020.8	true
sample_A	614	11949.8	true
sample_A	615	13190.1	true
sample_A	616	10299.1	true
sample_A	617	10673.7	true
sample_A	618	11764.5	true
sample_A	619	11944.4	true
sample_A	620	10907.2	true
sample_A	621	10955.4	true
sample_A	622	12406.8	true
sample_A	623	12023.1	true
sample_A	624	12654.0	true
sample_A	625	12966.1	true
sample_A	626	10984.5	true
sample_A	627	11836.3	true
sample_A	628	10100.2	true
sample_A	629	10188.4	true
sample_A	630	9849.8	true
sample_A	631	10995.6	true
sample_A	632	13106.6	true
sample_A	633	12884.7	true
sample_A	634	11851.5	true
sample_A	635	9728.3	true
sample_A	636	12100.8	true
sample_A	637	9756.9	true
sample_A	638	9823.5	true
sample_A	639	12687.4	true
sample_A	640	10297.1	true
sample_A	641	10544.0	true
sample_A	642	12848.0	true
sample_A	643	11369.8	true
sample_A	644	12462.3	true
sample_A	645	9689.3	true
sample_A	646	10962.6	true
sample_A	647	10857.9	true
sample_A	648	10818.9	true
sample_A	649	11714.6	true
sample_A	650	10520.8	true
sample_A	651	12884.7	true
sample_A	652	9649.2	true
sample_A	653	11436.1	true
sample_A	654	12461.0	true
sample_A	655	12149.3	true
sample_A	656	9735.2	true
sample_A	657	12367.5	true
sample_A	658	11291.8	true
sample_A	659	10002.9	true
sample_A	660	11007.7	true
sample_A	661	11033.5	true
sample_A	662	11473.4	true
sample_A	663	10122.0	true
sample_A	664	11795.3	true
sample_A	665	12456.9	true
sample_A	666	9733.7	true
sample_A	667	10284.1	true
sample_A	668	11592.5	true
sample_A	669	11340.4	true
sample_A	670	11508.3	true
sample_A	671	12483.2	true
sample_A	672	10874.7	true
sample_A	673	11654.4	true
sample_A	674	10510.0	true
sample_A	675	11889.7	true
sample_A	676	10780.0	true
sample_A	677	12574.4	true
sample_A	678	12555.1	true
sample_A	679	10959.2	true
sample_A	680	12432.0	true
sample_A	681	11147.4	true
sample_A	682	11726.4	true
sample_A	683	10719.5	true
sample_A	684	9893.9	true
sample_A	685	10340.2	true
sample_A	686	10229.4	true
sample_A	687	10822.0	true
sample_A	688	10511.9	true
sample_A	689	11985.3	true
sample_A	690	11195.6	true
sample_A	691	12582.0	true
sample_A	692	12161.0	true
sample_A	693	12316.7	true
sample_A	694	12083.1	true
sample_A	695	11205.5	true
sample_A	696	9499.5	true
sample_A	697	10968.4	true
sample_A	698	11343.3	true
sample_A	699	11189.0	true
sample_A	700	12198.0	true
sample_A	701	10051.3	true
sample_A	702	11197.2	true
sample_A	703	9431.7	true
sample_A	704	10273.5	true
sample_A	705	9387.7	true
sample_A	706	11189.2	true
sample_A	707	10179.8	true
sample_A	708	9954.2	true
sample_A	709	10351.7	true
sample_A	710	11882.5	true
sample_A	711	12435.1	true
sample_A	712	10371.5	true
sample_A	713	10144.0	true
sample_A	714	11566.4	true
sample_A	715	11623.0	true
sample_A	716	10279.6	true
sample_A	717	9351.6	true
sample_A	718	12430.7	true
sample_A	719	9369.7	true
sample_A	720	11627.1	true
sample_A	721	10345.5	true
sample_A	722	10904.2	true
sample_A	723	11454.0	true
sample_A	724	11702.4	true
sample_A	725	10082.5	true
sample_A	726	11482.7	true
sample_A	727	9751.5	true
sample_A	728	11200.0	true
sample_A	729	11165.2	true
sample_A	730	9733.5	true
sample_A	731	9571.4	true
sample_A	732	11418.4	true
sample_A	733	11454.6	true
sample_A	734	10269.1	true
sample_A	735	11997.7	true
sample_A	736	12456.4	true
sample_A	737	12437.1	true
sample_A	738	9643.7	true
sample_A	739	11323.6	true
sample_A	740	10443.4	true
sample_A	741	11632.2	true
sample_A	742	10165.2	true
sample_A	743	10551.4	true
sample_A	744	12049.6	true
sample_A	745	11345.0	true
sample_A	746	9880.8	true
sample_A	747	11959.5	true
sample_A	748	10357.2	true
sample_A	749	9610.7	true
sample_A	750	11920.7	true
sample_A	751	9255.7	true
sample_A	752	11154.8	true
sample_A	753	12295.5	true
sample_A	754	12049.4	true
sample_A	755	10534.0	true
sample_A	756	11309.9	true
sample_A	757	11554.3	true
sample_A	758	11833.4	true
sample_A	759	11158.9	true
sample_A	760	9738.3	true
sample_A	761	10764.1	true
sample_A	762	11485.4	true
sample_A	763	10251.1	true
sample_A	764	11736.5	true
sample_A	765	10019.8	true
sample_A	766	9956.0	true
sample_A	767	10329.9	true
sample_A	768	10834.4	true
sample_A	769	10542.2	true
sample_A	770	10321.8	true
sample_A	771	10580.6	true
sample_A	772	11109.4	true
sample_A	773	11908.6	true
sample_A	774	10930.7	true
sample_A	775	11192.7	true
sample_A	776	10919.1	true
sample_A	777	10468.2	true
sample_A	778	9643.0	true
sample_A	779	10639.1	true
sample_A	780	11414.6	true
sample_A	781	9238.2	true
sample_A	782	11661.9	true
sample_A	783	11581.1	true
sample_A	784	11713.5	true
sample_A	785	11950.1	true
sample_A	786	9850.7	true
sample_A	787	11662.0	true
sample_A	788	11288.9	true
sample_A	789	9766.9	true
sample_A	790	11471.0	true
sample_A	791	11853.2	true
sample_A	792	11006.7	true
sample_A	793	10763.8	true
sample_A	794	9960.5	true
sample_A	795	9627.7	true
sample_A	796	10844.2	true
sample_A	797	10711.4	true
sample_A	798	10530.8	true
sample_A	799	10471.5	true
sample_A	800	9147.4	true
sample_A	801	15538.1	false
sample_A	802	15957.4	false
sample_A	803	16476.6	false
sample_A	804	14236.9	false
sample_A	805	16554.7	false
sample_A	806	16532.0	false
sample_A	807	13350.3	false
sample_A	808	14279.2	false
sample_A	809	13469.0	false
sample_A	810	15332.8	false
sample_A	811	13165.1	false
sample_A	812	13253.8	false
sample_A	813	12749.8	false
sample_A	814	16065.8	false
sample_A	815	12710.1	false
sample_A	816	13695.8	false
sample_A	817	13553.0	false
sample_A	818	12691.7	false
sample_A	819	15976.5	false
sample_A	820	16318.9	false
sample_A	821	14130.8	false
sample_A	822	16494.1	false
sample_A	823	12469.8	false
sample_A	824	12641.2	false
sample_A	825	15099.4	false
sample_A	826	15292.5	false
sample_A	827	14114.5	false
sample_A	828	13884.4	false
sample_A	829	12893.3	false
sample_A	830	14340.5	false
sample_A	831	15618.9	false
sample_A	832	13352.2	false
sample_A	833	12752.3	false
sample_A	834	12264.2	false
sample_A	835	12696.0	false
sample_A	836	14925.7	false
sample_A	837	12351.0	false
sample_A	838	14387.9	false
sample_A	839	15669.1	false
sample_A	840	11896.0	false
sample_A	841	15135.1	false
sample_A	842	13480.9	false
sample_A	843	13648.2	false
sample_A	844	13067.3	false
sample_A	845	15721.3	false
sample_A	846	13052.3	false
sample_A	847	14947.2	false
sample_A	848	14396.6	false
sample_A	849	13132.1	false
sample_A	850	11973.0	false
sample_A	851	14193.2	false
sample_A	852	12033.6	false
sample_A	853	15372.4	false
sample_A	854	13466.7	false
sample_A	855	15065.5	false
sample_A	856	13976.9	false
sample_A	857	15234.9	false
sample_A	858	13297.7	false
sample_A	859	15129.8	false
sample_A	860	15016.8	false
sample_A	861	14270.8	false
sample_A	862	13762.5	false
sample_A	863	13234.3	false
sample_A	864	11692.0	false
sample_A	865	14861.4	false
sample_A	866	14328.3	false
sample_A	867	15020.3	false
sample_A	868	11735.1	false
sample_A	869	12528.6	false
sample_A	870	14698.0	false
sample_A	871	13397.6	false
sample_A	872	11551.0	false
sample_A	873	15016.9	false
sample_A	874	14152.9	false
sample_A	875	12378.3	false
sample_A	876	11498.8	false
sample_A	877	14758.5	false
sample_A	878	11155.3	false
sample_A	879	12229.3	false
sample_A	880	14081.1	false
sample_A	881	12392.1	false
sample_A	882	14768.2	false
sample_A	883	14782.6	false
sample_A	884	11031.3	false
sample_A	885	11040.4	false
sample_A	886	12735.5	false
sample_A	887	13682.8	false
sample_A	888	14397.8	false
sample_A	889	13169.7	false
sample_A	890	11493.8	false
sample_A	891	11788.5	false
sample_A	892	12789.1	false
sample_A	893	11404.9	false
sample_A	894	14547.3	false
sample_A	895	14170.1	false
sample_A	896	13722.2	false
sample_A	897	12181.6	false
sample_A	898	12385.7	false
sample_A	899	13490.1	false
sample_A	900	12870.3	false
sample_A	901	11274.8	false
sample_A	902	11872.4	false
sample_A	903	12022.8	false
sample_A	904	12788.4	false
sample_A	905	12148.3	false
sample_A	906	14071.7	false
sample_A	907	11255.7	false
sample_A	908	10820.2	false
sample_A	909	13218.8	false
sample_A	910	10886.1	false
sample_A	911	11308.6	false
sample_A	912	10975.4	false
sample_A	913	13359.9	false
sample_A	914	11821.8	false
sample_A	915	13642.6	false
sample_A	916	13401.3	false
sample_A	917	10586.1	false
sample_A	918	11921.0	false
sample_A	919	12048.0	false
sample_A	920	12921.3	false
sample_A	921	12946.6	false
sample_A	922	13828.9	false
sample_A	923	13921.6	false
sample_A	924	12738.3	false
sample_A	925	13229.0	false
sample_A	926	11598.3	false
sample_A	927	11322.6	false
sample_A	928	10666.4	false
sample_A	929	12352.5	false
sample_A	930	13112.2	false
sample_A	931	11374.9	false
sample_A	932	11150.6	false
sample_A	933	11974.1	false
sample_A	934	12076.4	false
sample_A	935	13622.6	false
sample_A	936	10758.1	false
sample_A	937	11240.6	false
sample_A	938	11782.2	false
sample_A	939	10895.9	false
sample_A	940	10924.4	false
sample_A	941	10914.9	false
sample_A	942	10101.7	false
sample_A	943	12983.1	false
sample_A	944	10945.4	false
sample_A	945	12412.7	false
sample_A	946	11099.4	false
sample_A	947	13287.1	false
sample_A	948	12163.9	false
sample_A	949	12864.5	false
sample_A	950	12070.1	false
sample_A	951	10582.7	false
sample_A	952	12284.1	false
sample_A	953	12348.0	false
sample_A	954	10029.4	false
sample_A	955	12331.3	false
sample_A	956	11757.6	false
sample_A	957	10599.5	false
sample_A	958	10207.4	false
sample_A	959	10127.0	false
sample_A	960	12652.0	false
sample_A	961	10320.2	false
sample_A	962	11382.3	false
sample_A	963	12571.6	false
sample_A	964	11828.6	false
sample_A	965	12765.2	false
sample_A	966	10542.7	false
sample_A	967	12977.1	false
sample_A	968	10443.5	false
sample_A	969	12629.7	false
sample_A	970	12552.7	false
sample_A	971	9601.8	false
sample_A	972	12656.6	false
sample_A	973	9655.7	false
sample_A	974	9981.5	false
sample_A	975	11164.2	false
sample_A	976	9636.5	false
sample_A	977	11519.9	false
sample_A	978	11151.1	false
sample_A	979	9668.4	false
sample_A	980	10481.0	false
sample_A	981	10099.5	false
sample_A	982	11661.2	false
sample_A	983	10617.5	false
sample_A	984	9761.0	false
sample_A	985	12230.7	false
sample_A	986	10413.7	false
sample_A	987	9547.2	false
sample_A	988	9988.5	false
sample_A	989	9687.8	false
sample_A	990	11338.7	false
sample_A	991	9600.2	false
sample_A	992	11052.7	false
sample_A	993	10533.9	false
sample_A	994	9396.1	false
sample_A	995	11974.2	false
sample_A	996	9743.1	false
sample_A	997	9567.2	false
