Phylum	Kingdom	SRR10070130	SRR10070131	SRR10070132	SRR10070133	SRR10070134	SRR10070141	SRR10070149	SRR10070150	SRR10070151	SRR10102392	SRR10102393	SRR10102394	_col_annotations_json
Bdellovibrionota_B	Bacteria	0.0009742286088319913	0.0007777875612691145	0.0	0.0	0.0010680481726555115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Bdellovibrionota_C	Bacteria	0.00022833483019499794	0.000044025711015232896	0.0	0.0	0.00018414623666474335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Bdellovibrionota_G	Bacteria	0.00007611161006499931	0.0002348037920812421	0.0	0.0	0.00015959340510944426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Bipolaricaulota	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0003272455276444555	0.00017395842393667913	0.00034495219948092905	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Calditrichota	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.001059652184753475	0.0011307297555884143	0.0007884621702421235	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Campylobacterota	Bacteria	0.021539585648394807	0.023568430630154676	0.015521064301552107	0.0011898387768457374	0.02380397019286249	0.0014070252524005825	0.000607741694196846	0.0003189237772172451	0.001116988074509675	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Chloroflexota	Bacteria	0.0017657893535079842	0.0021719350767514896	0.00673716527375064	0.0034059134987209235	0.0025657708975287577	0.00486287674952482	0.08770180140871409	0.08868980313705024	0.08053812543119025	0.028405638595212054	0.029625694671461263	0.03444541692008723	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Cyanobacteriota	Bacteria	0.008798502123513921	0.009876434504417246	0.0023878560463926318	0.0022904396454280444	0.007820076850362769	0.0022956727802325295	0.0	0.0	0.0	0.0019747235387045812	0.00034052522610875016	0.0002521843616027058	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Desulfobacterota	Bacteria	0.0032575769107819706	0.0025534912388835078	0.003283302063789869	0.006157415670176691	0.0022588605030875184	0.006368640616128953	0.15815308857445615	0.1558957409179206	0.16932225105949605	0.01119516344634828	0.011319058515854855	0.009523668244055124	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Desulfobacterota_D	Bacteria	0.00021311250818199808	0.000058700948020310526	0.0	0.0	0.000024552831555299114	0.0	0.0031945396746244467	0.0045809051636658835	0.0029567331384079635	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Eisenbacteria	Bacteria	0.000776338422662993	0.00055765900619295	0.0010660071635681392	0.0009816169908977333	0.0008102434413248708	0.0009627014884846092	0.01586361653057408	0.014206604621495462	0.01613062189953678	0.002293717341110706	0.0015936580581889506	0.001023571820622747	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Electryoneota	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0003428286480084772	0.00018845495926473574	0.0003778047899076842	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Elusimicrobiota	Bacteria	0.000548003592467995	0.0002641542660913974	0.013516970834044005	0.018992801475400084	0.0006015443731048284	0.011527733208264421	0.0	0.0	0.00008213147606688787	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Fibrobacterota	Bacteria	0.0029226858264959736	0.0026121921869038185	0.0009380863039399625	0.000684157296686299	0.0029095105393029453	0.0005183777245686357	0.0001558312036402169	0.0	0.0	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Fusobacteriota	Bacteria	0.0025116831321449775	0.0029350474010155264	0.0	0.0	0.0028112992130817486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
Gemmatimonadota	Bacteria	0.0001674455421429985	0.000044025711015232896	0.006140201262152482	0.005160925694568386	0.0004419509679953841	0.004122337142998198	0.009505703422053232	0.008973355368067032	0.010217155622720851	0.010040709685259448	0.007886564236678653	0.007565530848081174	"{""habitat"": {""values"": [""Riverwater"", ""Riverwater"", ""Groundwater"", ""Groundwater"", ""Riverwater"", ""Groundwater"", ""Sediment"", ""Sediment"", ""Sediment"", ""Soil"", ""Soil"", ""Soil""], ""type"": ""categorical"", ""colors"": {""Groundwater"": ""#636EFA"", ""Riverwater"": ""#EF553B"", ""Sediment"": ""#00CC96"", ""Soil"": ""#AB63FA""}}, ""lon"": {""values"": [8.9911, 8.992, 8.8919, 8.893, 9.015, 9.0083, 8.9911, 8.992, 9.015, 9.0103, 9.011, 8.9981], ""type"": ""categorical"", ""colors"": {""8.8919"": ""#636EFA"", ""8.893"": ""#EF553B"", ""8.9911"": ""#00CC96"", ""8.992"": ""#AB63FA"", ""8.9981"": ""#FFA15A"", ""9.0083"": ""#19D3F3"", ""9.0103"": ""#FF6692"", ""9.011"": ""#B6E880"", ""9.015"": ""#FF97FF""}}, ""lat"": {""values"": [48.5331, 48.5338, 48.5781, 48.5787, 48.54, 48.5497, 48.5328, 48.5325, 48.5397, 48.5586, 48.5592, 48.5736], ""type"": ""categorical"", ""colors"": {""48.5325"": ""#636EFA"", ""48.5328"": ""#EF553B"", ""48.5331"": ""#00CC96"", ""48.5338"": ""#AB63FA"", ""48.5397"": ""#FFA15A"", ""48.54"": ""#19D3F3"", ""48.5497"": ""#FF6692"", ""48.5586"": ""#B6E880"", ""48.5592"": ""#FF97FF"", ""48.5736"": ""#FECB52"", ""48.5781"": ""#636EFA"", ""48.5787"": ""#EF553B""}}}"
