id	contrast	lfc	p_val	q_val	w	se	Kingdom	Phylum	neg_log10_qval	significant
Bacteria;Bacteria;	habitatRiverwater	1.0691976275129198	6.081024689662164e-6	0.0002189168888278379	4.5235524299355845	0.23636238201579662	Bacteria	Unclassified	3.6597207325307357	true
Bacteria;Bacteria;Desulfobacterota	habitatRiverwater	-0.05489371272356841	0.873884435250017	1.0	-0.15872640306345928	0.3458385729412752	Bacteria	Desulfobacterota	-0.0	false
Bacteria;Bacteria;Elusimicrobiota	habitatRiverwater	-2.8582789910256223	2.0980783760456462e-16	1.0070776205019101e-14	-8.21634013606641	0.3478773935464202	Bacteria	Elusimicrobiota	13.996937054911601	true
Bacteria;Bacteria;Myxococcota	habitatRiverwater	4.24060952393387	3.800633185928579e-9	1.6342722699492892e-7	5.892644573627619	0.7196445451525466	Bacteria	Myxococcota	6.7866755882649406	true
Bacteria;Bacteria;Nitrospirota	habitatRiverwater	-2.569817346816663	9.510545636977775e-19	4.755272818488887e-17	-8.840717964591159	0.2906797114339915	Bacteria	Nitrospirota	16.322824561762232	true
Archaea;Archaea;Thermoproteota	habitatRiverwater	-3.967995625438091	4.638586554285693e-52	2.551222604857131e-50	-15.182213729693371	0.2613581718769698	Archaea	Thermoproteota	49.59325164572448	true
Bacteria;Bacteria;Bdellovibrionota_B	habitatRiverwater	4.220687524752579	1.5080759271850343e-154	8.746840377673199e-153	26.483335964592584	0.15937144513801094	Bacteria	Bdellovibrionota_B	152.0581487989037	true
Bacteria;Bacteria;Omnitrophota	habitatRiverwater	-1.5857107450077672	3.21975064825651e-6	0.00012235052463374738	-4.656279307730409	0.3405531842505994	Bacteria	Omnitrophota	3.912394164072282	true
Bacteria;Bacteria;Campylobacterota	habitatRiverwater	2.6249079388556082	4.849811824367122e-6	0.0001794430375015835	4.571181848126272	0.5742296032111605	Bacteria	Campylobacterota	3.7460733878924795	true
Bacteria;Bacteria;Zixibacteria	habitatRiverwater	1.201624460591908	0.013181619058044203	0.3559037145671935	2.4788243809869197	0.48475578577030654	Bacteria	Zixibacteria	0.44866747924084016	false
Bacteria;Bacteria;Eisenbacteria	habitatRiverwater	0.22972793863175722	0.2137838723593115	1.0	1.2432278781747472	0.18478345174259905	Bacteria	Eisenbacteria	-0.0	false
Bacteria;Bacteria;Gemmatimonadota	habitatRiverwater	-2.816475611575524	1.314240373878637e-7	5.125537458126684e-6	-5.276849076135818	0.5337419302577439	Bacteria	Gemmatimonadota	5.2902605882506615	true
Bacteria;Bacteria;Krumholzibacteriota	habitatRiverwater	3.059642249919047	1.601817081008446e-67	8.970175653647298e-66	17.361952636193532	0.1762268515547482	Bacteria	Krumholzibacteriota	65.04719905253418	true
Bacteria;Bacteria;Orphanbacterota	habitatRiverwater	0.0071181477732042125	0.9605189148139086	1.0	0.04950241230905723	0.14379395753006238	Bacteria	Orphanbacterota	-0.0	false
Bacteria;Bacteria;Cyanobacteriota	habitatRiverwater	1.9081513827086372	4.179966704661131e-30	2.131783019377177e-28	11.400025492307346	0.1673813259449502	Bacteria	Cyanobacteriota	27.67125700146663	true
Bacteria;Bacteria;Armatimonadota	habitatRiverwater	0.007118147773205218	0.9605189148139031	1.0	0.049502412309064166	0.14379395753006255	Bacteria	Armatimonadota	-0.0	false
Bacteria;Bacteria;Spirochaetota	habitatRiverwater	0.7395263402186119	0.20390486603798658	1.0	1.270504822782061	0.5820728319623768	Bacteria	Spirochaetota	-0.0	false
Bacteria;Bacteria;Hydrogenedentota	habitatRiverwater	2.4514591525686984	1.0745660858635913e-10	4.728090777799802e-9	6.456070438435027	0.37971381755291694	Bacteria	Hydrogenedentota	8.325314193734442	true
Bacteria;Bacteria;Zhuqueibacterota	habitatRiverwater	0.604371304182557	0.26063321623605235	1.0	1.1248957427059398	0.537268727436678	Bacteria	Zhuqueibacterota	-0.0	false
Bacteria;Bacteria;JAJVIF01	habitatRiverwater	0.0071181477732059975	0.9605189148138986	1.0	0.04950241230906973	0.14379395753006213	Bacteria	JAJVIF01	-0.0	false
Bacteria;Bacteria;UBA10199	habitatRiverwater	-1.7677600771819304	0.001789255871740524	0.051888420280475196	-3.1231515562329215	0.5660180254954277	Bacteria	UBA10199	1.2849295510032017	false
Bacteria;Bacteria;JAUVQV01	habitatRiverwater	0.22106944316400312	0.8341122073258515	1.0	0.2094304715133395	1.055574394530847	Bacteria	JAUVQV01	-0.0	false
Bacteria;Bacteria;Fusobacteriota	habitatRiverwater	5.2915754828861425	0.0	0.0	39.587628543999095	0.13366740260798643	Bacteria	Fusobacteriota	inf	true
Bacteria;Bacteria;Bipolaricaulota	habitatRiverwater	0.0071181477732059385	0.960518914813899	1.0	0.04950241230906929	0.14379395753006222	Bacteria	Bipolaricaulota	-0.0	false
Archaea;Archaea;Nanobdellota	habitatRiverwater	-1.2288907607436301	9.853903628918662e-11	4.434256633013398e-9	-6.46917559370667	0.18996095297507723	Archaea	Nanobdellota	8.35317917566079	true
Bacteria;Bacteria;Tectomicrobia	habitatRiverwater	0.007118147773206418	0.9605189148138964	1.0	0.04950241230907254	0.14379395753006247	Bacteria	Tectomicrobia	-0.0	false
Bacteria;Bacteria;Margulisbacteria	habitatRiverwater	-3.3865882819382613	6.871667580320808e-35	3.6419838175700284e-33	-12.322287902928148	0.2748343739910107	Bacteria	Margulisbacteria	32.438661988237875	true
Bacteria;Bacteria;4484-113	habitatRiverwater	0.007118147773205374	0.9605189148139021	1.0	0.0495024123090654	0.1437939575300621	Bacteria	4484-113	-0.0	false
Bacteria;Bacteria;Babelota	habitatRiverwater	4.288551116836661	1.0706512564006473e-146	6.1027121614836896e-145	25.79270346100325	0.16626993456969907	Bacteria	Babelota	144.21447711335117	true
Bacteria;Bacteria;Desulfobacterota_D	habitatRiverwater	1.8124849485080126	0.0001489072940700618	0.0050628479983821015	3.792884722727274	0.47786449655257257	Bacteria	Desulfobacterota_D	2.29560511121771	true
Bacteria;Bacteria;Bdellovibrionota_C	habitatRiverwater	2.3176087496396898	1.8410767868973152e-8	7.364307147589261e-7	5.6263078285191925	0.4119235598685096	Bacteria	Bdellovibrionota_C	6.13286810640901	true
Bacteria;Bacteria;Moduliflexota	habitatRiverwater	0.007118147773205222	0.960518914813903	1.0	0.04950241230906429	0.14379395753006227	Bacteria	Moduliflexota	-0.0	false
Bacteria;Bacteria;Electryoneota	habitatRiverwater	0.00711814777320637	0.9605189148138965	1.0	0.04950241230907235	0.14379395753006205	Bacteria	Electryoneota	-0.0	false
Bacteria;Bacteria;Bdellovibrionota_G	habitatRiverwater	2.4284615287397147	2.506353766804781e-18	1.2281133457343426e-16	8.731807122472963	0.2781167168122172	Bacteria	Bdellovibrionota_G	15.910761549192136	true
Bacteria;Bacteria;Sumerlaeota	habitatRiverwater	0.007118147773205743	0.9605189148139001	1.0	0.049502412309067864	0.1437939575300624	Bacteria	Sumerlaeota	-0.0	false
Bacteria;Bacteria;Oederibacteriota	habitatRiverwater	0.007118147773205477	0.9605189148139015	1.0	0.04950241230906611	0.14379395753006213	Bacteria	Oederibacteriota	-0.0	false
Bacteria;Bacteria;Calditrichota	habitatRiverwater	0.007118147773206003	0.9605189148138986	1.0	0.0495024123090698	0.14379395753006202	Bacteria	Calditrichota	-0.0	false
Archaea;Archaea;	habitatRiverwater	-2.9952150015461774	2.30545564916112e-13	1.0605095986141152e-11	-7.329771447224651	0.4086368890370091	Archaea	Unclassified	10.974485396354133	true
Bacteria;Bacteria;Synergistota	habitatRiverwater	0.007118147773205996	0.9605189148138986	1.0	0.049502412309069724	0.1437939575300621	Bacteria	Synergistota	-0.0	false
Bacteria;Bacteria;Nitrospinota_A	habitatRiverwater	-2.697357398874678	4.110265237036166e-9	1.7263113995551898e-7	-5.879693633262601	0.4587581542710301	Bacteria	Nitrospinota_A	6.76288086162762	true
Bacteria;Bacteria;Vulcanimicrobiota	habitatRiverwater	0.007118147773205889	0.9605189148138993	1.0	0.04950241230906892	0.1437939575300623	Bacteria	Vulcanimicrobiota	-0.0	false
Bacteria;Bacteria;ARS69	habitatRiverwater	0.007118147773204989	0.9605189148139043	1.0	0.04950241230906264	0.14379395753006236	Bacteria	ARS69	-0.0	false
Archaea;Archaea;Methanobacteriota	habitatRiverwater	0.007118147773205498	0.9605189148139014	1.0	0.0495024123090662	0.1437939575300623	Archaea	Methanobacteriota	-0.0	false
Archaea;Archaea;Asgardarchaeota	habitatRiverwater	0.007118147773205506	0.9605189148139014	1.0	0.04950241230906631	0.14379395753006213	Archaea	Asgardarchaeota	-0.0	false
Bacteria;Bacteria;Pseudomonadota	habitatSediment	-2.174305207264455	4.192338631238573e-9	1.676935452495429e-7	-5.876420000180209	0.37000507233958374	Bacteria	Pseudomonadota	6.775483653651849	true
Bacteria;Bacteria;Planctomycetota	habitatSediment	1.7184909349393513	0.007372730692067368	0.10321822968894315	2.679522233130286	0.641342293671423	Bacteria	Planctomycetota	0.9862435938508025	false
Bacteria;Bacteria;Acidobacteriota	habitatSediment	1.2836653673113285	0.00551422007865847	0.08271330117987705	2.775350759225744	0.4625236514859261	Bacteria	Acidobacteriota	1.0824246456526918	false
Bacteria;Bacteria;Actinomycetota	habitatSediment	-0.23644759025541306	0.7263700253104681	1.0	-0.3499582568437495	0.6756451251869818	Bacteria	Actinomycetota	-0.0	false
Bacteria;Bacteria;Myxococcota_A	habitatSediment	2.138199626379401	0.002475856223597506	0.04456541202475511	3.0262766959295435	0.7065446557663945	Bacteria	Myxococcota_A	1.3510020738988646	true
Bacteria;Bacteria;Bacteroidota	habitatSediment	0.14306073346876058	0.7662728555324869	1.0	0.2972536624755595	0.48127492282966633	Bacteria	Bacteroidota	-0.0	false
Bacteria;Bacteria;Verrucomicrobiota	habitatSediment	0.034435157070122235	0.9372189542226301	1.0	0.07876574081797429	0.4371844498955586	Bacteria	Verrucomicrobiota	-0.0	false
Bacteria;Bacteria;Methylomirabilota	habitatSediment	0.7606136543311579	0.3402774907174531	1.0	0.9536171118848963	0.7976090664184365	Bacteria	Methylomirabilota	-0.0	false
Bacteria;Bacteria;Fibrobacterota	habitatSediment	-4.090430398761457	7.464202949489128e-6	0.0002537829002826303	-4.480002887311971	0.9130419112778162	Bacteria	Fibrobacterota	3.595537643719171	true
Bacteria;Bacteria;Patescibacteriota	habitatSediment	-3.4415140332396907	9.361816659274389e-22	4.961762829415426e-20	-9.58371225257203	0.3591003092059733	Bacteria	Patescibacteriota	19.30436399869699	true
;;	habitatSediment	-0.6113902331544679	0.20740131167194062	1.0	-1.2607434008564364	0.48494422635021844	Unclassified	Unclassified	-0.0	false
Bacteria;Bacteria;Chloroflexota	habitatSediment	1.8216315955398108	7.559002324682534e-10	3.099190953119839e-8	6.153921682024181	0.2960115012286978	Bacteria	Chloroflexota	7.508751664376598	true
Bacteria;Bacteria;Bacillota	habitatSediment	-0.9326305242293038	0.2425767409660497	1.0	-1.1685704467632738	0.7980952511784973	Bacteria	Bacillota	-0.0	false
Bacteria;Bacteria;Bdellovibrionota	habitatSediment	-5.373333373664181	6.042723487394744e-7	0.000022358076903360553	-4.989846679118249	1.07685340236019	Bacteria	Bdellovibrionota	4.650565554371323	true
Archaea;Archaea;Halobacteriota	habitatSediment	2.968196917702676	1.1380252045045905e-13	5.348718461171575e-12	7.423805177586473	0.39982149944668344	Archaea	Halobacteriota	11.271750261326806	true
Bacteria;Bacteria;	habitatSediment	-0.41150154019595186	0.3624425440191112	1.0	-0.9107207198498495	0.4518416362194945	Bacteria	Unclassified	-0.0	false
Bacteria;Bacteria;Desulfobacterota	habitatSediment	2.4049366661877007	9.715510451741703e-6	0.0002537829002826303	4.423410023078693	0.5436838668900662	Bacteria	Desulfobacterota	3.595537643719171	true
Bacteria;Bacteria;Elusimicrobiota	habitatSediment	-7.288104680830822	6.665433528457005e-21	3.3993710995130726e-19	-9.378916187299264	0.7770732284291252	Bacteria	Elusimicrobiota	18.468601422156155	true
Bacteria;Bacteria;Myxococcota	habitatSediment	2.6908292836510417	0.004295331682282104	0.06872530691651367	2.8556168283901293	0.9422935377390994	Bacteria	Myxococcota	1.1628833119886675	false
Bacteria;Bacteria;Nitrospirota	habitatSediment	0.005589762294151868	0.9905537324181579	1.0	0.011839417291448055	0.4721315379422863	Bacteria	Nitrospirota	-0.0	false
Archaea;Archaea;Thermoproteota	habitatSediment	-3.6200662927556886	5.549728271854124e-11	2.3863831568972734e-9	-6.55538828514296	0.5522275928277439	Archaea	Thermoproteota	8.622259824887523	true
Bacteria;Bacteria;Bdellovibrionota_B	habitatSediment	-1.5308340660284059	7.617194315994115e-6	0.0002537829002826303	-4.475670331020559	0.34203458986205976	Bacteria	Bdellovibrionota_B	3.595537643719171	true
Bacteria;Bacteria;Omnitrophota	habitatSediment	-4.817772518112119	5.0118365550830914e-18	2.505918277541546e-16	-8.653101609026203	0.5567682821482896	Bacteria	Omnitrophota	15.60103309622753	true
Bacteria;Bacteria;Campylobacterota	habitatSediment	-2.6296038474154075	0.0018258596057291864	0.03651719211458373	-3.1171866047295445	0.8435824289202472	Bacteria	Campylobacterota	1.4375026236904203	true
Bacteria;Bacteria;Zixibacteria	habitatSediment	4.906150223469449	1.3381143380568434e-37	7.493440293118322e-36	12.815765376309672	0.3828214764713636	Bacteria	Zixibacteria	35.12531874875063	true
Bacteria;Bacteria;Eisenbacteria	habitatSediment	1.6538626011078845	4.3499895498570906e-6	0.00015659962379485526	4.593918678365475	0.36001129251515873	Bacteria	Eisenbacteria	3.8052092855987305	true
Bacteria;Bacteria;Gemmatimonadota	habitatSediment	-0.4220131478951128	0.2540786107728271	1.0	-1.1404986596996811	0.3700251151599234	Bacteria	Gemmatimonadota	-0.0	false
Bacteria;Bacteria;Krumholzibacteriota	habitatSediment	4.99824902786048	4.543310615684058e-47	2.6351201570967533e-45	14.408986096301005	0.34688415926389177	Bacteria	Krumholzibacteriota	44.579199576893814	true
Bacteria;Bacteria;Orphanbacterota	habitatSediment	2.709898004101413	1.0032575315400986e-14	4.915961904546483e-13	7.738842773582737	0.35016837573595666	Bacteria	Orphanbacterota	12.30839149126755	true
Bacteria;Bacteria;Cyanobacteriota	habitatSediment	-6.074091121703006	2.0791649682702905e-60	1.2267073312794713e-58	-16.39491933708891	0.3704861851904374	Bacteria	Cyanobacteriota	57.91125903920574	true
Bacteria;Bacteria;Armatimonadota	habitatSediment	3.6774286620807106	1.0300020652176947e-26	5.665011358697321e-25	10.698894031227479	0.3437204491742032	Bacteria	Armatimonadota	24.246799215012476	true
Bacteria;Bacteria;Spirochaetota	habitatSediment	4.725696556398672	1.2198321292781896e-42	6.953043136885681e-41	13.686663474106279	0.3452774714114357	Bacteria	Spirochaetota	40.15782507623019	true
Bacteria;Bacteria;Hydrogenedentota	habitatSediment	2.8024198509595712	1.9959456520639732e-14	9.580539129907071e-13	7.6508890088626975	0.36628682597712264	Bacteria	Hydrogenedentota	12.018610050988721	true
Bacteria;Bacteria;Zhuqueibacterota	habitatSediment	1.9654229630449702	0.000016029242737219497	0.0003847018256932679	4.31404757659339	0.4555867611912098	Bacteria	Zhuqueibacterota	3.4148757526413767	true
Bacteria;Bacteria;JAJVIF01	habitatSediment	1.8636290798612434	1.9783840263832e-7	7.51785930025616e-6	5.201357244749674	0.35829668914636037	Bacteria	JAJVIF01	5.123905806541088	true
Bacteria;Bacteria;UBA10199	habitatSediment	0.5518050229320504	0.24688830281709556	1.0	1.1579405383407628	0.4765400335001168	Bacteria	UBA10199	-0.0	false
Bacteria;Bacteria;JAUVQV01	habitatSediment	2.305857067872128	0.008036240507945238	0.1044711266032881	2.6505433860753644	0.8699563568685399	Bacteria	JAUVQV01	0.9810037218929034	false
Bacteria;Bacteria;Fusobacteriota	habitatSediment	-1.5308340660284059	7.617194315994081e-6	0.0002537829002826303	-4.4756703310205594	0.3420345898620597	Bacteria	Fusobacteriota	3.595537643719171	true
Bacteria;Bacteria;Bipolaricaulota	habitatSediment	1.384844022030984	0.0009364013625326416	0.019664428613185472	3.308969204433247	0.4185122122549874	Bacteria	Bipolaricaulota	1.7063186683107194	true
Archaea;Archaea;Nanobdellota	habitatSediment	-3.223163083481075	6.639100476465159e-9	2.5892491858214117e-7	-5.7998077124779375	0.5557361973478248	Archaea	Nanobdellota	6.586826151643317	true
Bacteria;Bacteria;Tectomicrobia	habitatSediment	-1.530834066028405	7.617194315994398e-6	0.0002537829002826303	-4.475670331020551	0.34203458986206015	Bacteria	Tectomicrobia	3.595537643719171	true
Bacteria;Bacteria;Margulisbacteria	habitatSediment	-4.924540495739875	1.1867552671665266e-24	6.408478442699244e-23	-10.249729222700491	0.48045566753444524	Bacteria	Margulisbacteria	22.193245072256587	true
Bacteria;Bacteria;4484-113	habitatSediment	2.835423702901965	2.7319555485867554e-13	1.2293799968640399e-11	7.306988683923673	0.3880427116495016	Bacteria	4484-113	10.910313857525752	true
Bacteria;Bacteria;Babelota	habitatSediment	-1.5308340660284059	7.617194315994145e-6	0.0002537829002826303	-4.475670331020558	0.3420345898620598	Bacteria	Babelota	3.595537643719171	true
Bacteria;Bacteria;Desulfobacterota_D	habitatSediment	3.897590925282491	1.610560851520232e-21	8.374916427905207e-20	9.52753886550658	0.4090868565641118	Bacteria	Desulfobacterota_D	19.077019518032095	true
Bacteria;Bacteria;Bdellovibrionota_C	habitatSediment	-1.5308340660284057	7.617194315994115e-6	0.0002537829002826303	-4.475670331020559	0.3420345898620597	Bacteria	Bdellovibrionota_C	3.595537643719171	true
Bacteria;Bacteria;Moduliflexota	habitatSediment	1.2567134111608067	0.0004883806862487173	0.011111680574470836	3.487049647443129	0.36039447046080597	Bacteria	Moduliflexota	1.9542202516781642	true
Bacteria;Bacteria;Electryoneota	habitatSediment	1.453367725935713	0.0004831165467161233	0.011111680574470836	3.489946891487852	0.4164440809917614	Bacteria	Electryoneota	1.9542202516781642	true
Bacteria;Bacteria;Bdellovibrionota_G	habitatSediment	-1.530834066028406	7.617194315994178e-6	0.0002537829002826303	-4.475670331020557	0.3420345898620599	Bacteria	Bdellovibrionota_G	3.595537643719171	true
Bacteria;Bacteria;Sumerlaeota	habitatSediment	-1.530834066028406	7.617194315994271e-6	0.0002537829002826303	-4.475670331020554	0.34203458986206015	Bacteria	Sumerlaeota	3.595537643719171	true
Bacteria;Bacteria;Oederibacteriota	habitatSediment	1.4778114836308953	0.003502183056610734	0.05953711196238248	2.919833622621668	0.5061286616406567	Bacteria	Oederibacteriota	1.2252122360181694	false
Bacteria;Bacteria;Calditrichota	habitatSediment	2.6342908190298977	2.8669694956810317e-11	1.261466578099654e-9	6.653246741565582	0.39594064692842285	Bacteria	Calditrichota	8.899124251400211	true
Archaea;Archaea;	habitatSediment	-4.533167215347791	1.921784794496698e-13	8.84021005468481e-12	-7.354127327978046	0.6164113039084607	Archaea	Unclassified	11.053537415472595	true
Bacteria;Bacteria;Synergistota	habitatSediment	1.0731570771789354	0.009769025226854813	0.11722830272225776	2.5838995127530318	0.41532461764952056	Bacteria	Synergistota	0.9309675228557259	false
Bacteria;Bacteria;Nitrospinota_A	habitatSediment	-4.235309612676289	2.1548656819992778e-10	9.050435864396967e-9	-6.349877416987874	0.6669907676241961	Bacteria	Nitrospinota_A	8.043330504889354	true
Bacteria;Bacteria;Vulcanimicrobiota	habitatSediment	0.8487882672867686	0.08380542753302336	0.921859702863257	1.7290204923638404	0.49090700256903425	Bacteria	Vulcanimicrobiota	0.03533516886887102	false
Bacteria;Bacteria;ARS69	habitatSediment	1.71470132738161	7.1483914847708034e-6	0.0002501937019669781	4.4892215680689596	0.38195961179060034	Bacteria	ARS69	3.601723626838498	true
Archaea;Archaea;Methanobacteriota	habitatSediment	-1.5308340660284063	7.617194315994178e-6	0.0002537829002826303	-4.475670331020557	0.34203458986206	Archaea	Methanobacteriota	3.595537643719171	true
Archaea;Archaea;Asgardarchaeota	habitatSediment	1.3244937191668167	0.001956795746999051	0.03717911919298197	3.096712469569892	0.42770962179474736	Archaea	Asgardarchaeota	1.429700903271994	true
Bacteria;Bacteria;Pseudomonadota	habitatSoil	-0.6167445540452343	0.0000502069224974728	0.0016066215199191296	-4.054661643906848	0.1521075266470258	Bacteria	Pseudomonadota	2.794086420168869	true
Bacteria;Bacteria;Planctomycetota	habitatSoil	3.1441057886308656	9.385265082409593e-14	3.7541060329638374e-12	7.449277677861937	0.4220685447093274	Bacteria	Planctomycetota	11.425493465097526	true
Bacteria;Bacteria;Acidobacteriota	habitatSoil	3.4996542805916677	1.8158833657886507e-45	8.897828492364388e-44	14.151973676906154	0.2472908981100329	Bacteria	Acidobacteriota	43.05071596963063	true
Bacteria;Bacteria;Actinomycetota	habitatSoil	3.149251510640456	1.149299685080595e-14	4.827058677338499e-13	7.721542831578027	0.4078526247062018	Bacteria	Actinomycetota	12.316317421900298	true
Bacteria;Bacteria;Myxococcota_A	habitatSoil	2.567197488757852	2.575284756626849e-7	9.01349664819397e-6	5.1521415906300865	0.49827774404078323	Bacteria	Myxococcota_A	5.045106698430068	true
Bacteria;Bacteria;Bacteroidota	habitatSoil	1.4328571086374824	3.686681541997186e-8	1.327205355118987e-6	5.505238818467593	0.2602715623945129	Bacteria	Bacteroidota	5.877061874652521	true
Bacteria;Bacteria;Verrucomicrobiota	habitatSoil	2.874380358069307	1.9786686560074204e-40	9.299742683234876e-39	13.311722451778158	0.21592850725980633	Bacteria	Verrucomicrobiota	38.031529067875866	true
Bacteria;Bacteria;Methylomirabilota	habitatSoil	0.7802221834905935	0.17738740906415362	1.0	1.3488429711739287	0.5784381133791641	Bacteria	Methylomirabilota	-0.0	false
Bacteria;Bacteria;Fibrobacterota	habitatSoil	-3.3636856741896572	2.124314389488558e-105	1.1258866264289358e-103	-21.804036631291385	0.15426894253894108	Bacteria	Fibrobacterota	102.94850533949821	true
Bacteria;Bacteria;Patescibacteriota	habitatSoil	-2.43883711170275	1.2358274777014448e-24	5.561223649656502e-23	-10.245812023580129	0.2380325840538467	Bacteria	Patescibacteriota	22.254829639025132	true
;;	habitatSoil	2.2268921046449606	2.8089763737023786e-20	1.2359496044290467e-18	9.226011263549973	0.2413710585248191	Unclassified	Unclassified	17.907999237147347	true
Bacteria;Bacteria;Chloroflexota	habitatSoil	2.3868211245369744	5.55317476747922e-144	3.1097778697883636e-142	25.54955757568846	0.09341927418767285	Bacteria	Chloroflexota	141.5072706313495	true
Bacteria;Bacteria;Bacillota	habitatSoil	2.000652062928296	0.0002560784410276129	0.007682353230828387	3.656103055795378	0.547208881258698	Bacteria	Bacillota	2.1145057280647785	true
Bacteria;Bacteria;Bdellovibrionota	habitatSoil	-5.469801708311452	4.310545136285552e-47	2.155272568142776e-45	-14.41261822635563	0.3795147850589077	Bacteria	Bdellovibrionota	44.666497798656444	true
Archaea;Archaea;Halobacteriota	habitatSoil	-0.004790917190481582	0.9701351139806458	1.0	-0.037438828139968745	0.12796653710875422	Archaea	Halobacteriota	-0.0	false
Bacteria;Bacteria;	habitatSoil	0.49817942652097713	0.039072071546219306	1.0	2.06342705623283	0.24143302038042305	Bacteria	Unclassified	-0.0	false
Bacteria;Bacteria;Desulfobacterota	habitatSoil	1.2792442764893428	0.00010727011794551659	0.003325373656311014	3.873530174959876	0.33025282331835554	Bacteria	Desulfobacterota	2.4781595480280876	true
Bacteria;Bacteria;Elusimicrobiota	habitatSoil	-6.35931468840225	2.261755942960697e-128	1.2439657686283833e-126	-24.104143275765303	0.2638266216578628	Bacteria	Elusimicrobiota	125.90519157036896	true
Bacteria;Bacteria;Myxococcota	habitatSoil	4.964765081459326	4.397443679530748e-12	1.7150030350169916e-10	6.923781385388056	0.7170597690933691	Bacteria	Myxococcota	9.765735107055633	true
Bacteria;Bacteria;Nitrospirota	habitatSoil	-1.1204908497328188	0.00004493358769974639	0.0014828083940916308	-4.080527628844262	0.2745945994366856	Bacteria	Nitrospirota	2.828914964119843	true
Archaea;Archaea;Thermoproteota	habitatSoil	0.02258377439562428	0.9283575110340405	1.0	0.08991153958366521	0.25117770755787633	Archaea	Thermoproteota	-0.0	false
Bacteria;Bacteria;Bdellovibrionota_B	habitatSoil	-0.004790917190481637	0.9701351139806454	1.0	-0.03743882813996919	0.12796653710875416	Bacteria	Bdellovibrionota_B	-0.0	false
Bacteria;Bacteria;Omnitrophota	habitatSoil	-7.768020727125191	2.278060830907339e-119	1.2301528486899632e-117	-23.229775316656273	0.3343993052552405	Bacteria	Omnitrophota	116.91004092334234	true
Bacteria;Bacteria;Campylobacterota	habitatSoil	-4.789720756790932	4.37100858360158e-17	1.8795336909486795e-15	-8.402492344055375	0.5700357180544866	Bacteria	Campylobacterota	14.725949885080809	true
Bacteria;Bacteria;Zixibacteria	habitatSoil	-0.0047909171904820975	0.9701351139806426	1.0	-0.037438828139972784	0.1279665371087542	Bacteria	Zixibacteria	-0.0	false
