individual_id,island,sex,year,species
gentoo_81,Biscoe,female,2009,Gentoo
gentoo_82,Biscoe,male,2009,Gentoo
gentoo_83,Biscoe,female,2009,Gentoo
gentoo_84,Biscoe,male,2009,Gentoo
gentoo_85,Biscoe,female,2009,Gentoo
gentoo_86,Biscoe,male,2009,Gentoo
gentoo_87,Biscoe,female,2009,Gentoo
gentoo_88,Biscoe,male,2009,Gentoo
gentoo_89,Biscoe,female,2009,Gentoo
gentoo_90,Biscoe,male,2009,Gentoo
gentoo_91,Biscoe,female,2009,Gentoo
gentoo_92,Biscoe,male,2009,Gentoo
gentoo_93,Biscoe,female,2009,Gentoo
gentoo_94,Biscoe,male,2009,Gentoo
gentoo_95,Biscoe,female,2009,Gentoo
gentoo_96,Biscoe,male,2009,Gentoo
gentoo_97,Biscoe,male,2009,Gentoo
gentoo_98,Biscoe,female,2009,Gentoo
gentoo_99,Biscoe,female,2009,Gentoo
gentoo_100,Biscoe,male,2009,Gentoo
gentoo_101,Biscoe,female,2009,Gentoo
gentoo_102,Biscoe,male,2009,Gentoo
gentoo_103,Biscoe,female,2009,Gentoo
gentoo_104,Biscoe,male,2009,Gentoo
gentoo_105,Biscoe,,2009,Gentoo
gentoo_106,Biscoe,male,2009,Gentoo
gentoo_107,Biscoe,female,2009,Gentoo
gentoo_108,Biscoe,male,2009,Gentoo
gentoo_109,Biscoe,female,2009,Gentoo
gentoo_110,Biscoe,male,2009,Gentoo
gentoo_111,Biscoe,female,2009,Gentoo
gentoo_112,Biscoe,male,2009,Gentoo
gentoo_113,Biscoe,female,2009,Gentoo
gentoo_114,Biscoe,male,2009,Gentoo
gentoo_115,Biscoe,female,2009,Gentoo
gentoo_116,Biscoe,male,2009,Gentoo
gentoo_117,Biscoe,,2009,Gentoo
gentoo_118,Biscoe,male,2009,Gentoo
gentoo_119,Biscoe,female,2009,Gentoo
gentoo_120,Biscoe,female,2009,Gentoo
gentoo_121,Biscoe,male,2009,Gentoo
gentoo_122,Biscoe,female,2009,Gentoo
gentoo_123,Biscoe,male,2009,Gentoo
